"genero","especie"
Tillandsia,geminiflora
Tillandsia,linearis
Tillandsia,loliacea
Tillandsia,lorentziana
Tillandsia,mallemontii
Tillandsia,pohliana
Tillandsia,recurvata
Tillandsia,recurvifolia
Tillandsia,streptocarpa
Tillandsia,stricta
Tillandsia,tenuifolia
Tillandsia,tricholepis
Tillandsia,usneoides
Tillandsia,xiphioides
Vriesea,altodaserrae
Vriesea,carinata
Vriesea,ensiformis
Vriesea,erythrodactylon
Vriesea,flammea
Vriesea,flava
Vriesea,friburgensis
Vriesea,gigantea
Vriesea,guttata
Vriesea,incurvata
Vriesea,inflata
Vriesea,philippocoburgii
Vriesea,platynema
Vriesea,procera
Vriesea,reitzii
Vriesea,rodigasiana
Protium,altissimum
Protium,apiculatum
Protium,cf. icicariba
Protium,goudotianum
Protium,heptaphyllum
Protium,kleinii
Protium,ovatum
Protium,spruceanum
Protium,unifoliolatum
Brasiliopuntia,brasiliensis
Cereus,hildmannianus
Epiphyllum,oxypetalum
Epiphyllum,phyllanthus
Mimosa,acutistipula
Mimosa,amambayensis
Mimosa,antrorsa
Mimosa,apodocarpa
Mimosa,arenosa
Mimosa,asperoides
Mimosa,atlantica
Mimosa,aurivillus
Mimosa,balduinii
Mimosa,bathyrrhena
Mimosa,bifurca
Mimosa,bimucronata
Mimosa,bocainae
Mimosa,caesalpiniifolia
Mimosa,callidryas
Mimosa,candollei
Mimosa,chartostegia
Mimosa,claussenii
Mimosa,congestifolia
Mimosa,coniflora
Mimosa,cruenta
Mimosa,daleoides
Mimosa,debilis
Mimosa,diplotricha
Mimosa,distans
Mimosa,dolens
Mimosa,dryandroides
Mimosa,dutrae
Mimosa,fachinalensis
Mimosa,filipes
Mimosa,flagellaris
Mimosa,flocculosa
Mimosa,foliolosa
Mimosa,furfuracea
Mimosa,gemmulata
Mimosa,glutinosa
Mimosa,glycyrrhizoides
Mimosa,gracilis
Mimosa,guaranitica
Mimosa,gymnas
Mimosa,hatschbachii
Mimosa,hebecarpa
Mimosa,hexandra
Mimosa,hilariana
Mimosa,incana
Mimosa,invisa
Mimosa,irrigua
Mimosa,lanata
Mimosa,lanuginosa
Mimosa,lepidorepens
Mimosa,melanocarpa
Mimosa,micropteris
Mimosa,miranda
Mimosa,misera
Mimosa,modesta
Mimosa,monticola
Mimosa,murex
Mimosa,myriophylla
Mimosa,niederleinii
Mimosa,oblonga
Mimosa,oligophylla
Mimosa,orthacantha
Mimosa,paraguariae
Mimosa,paranapiacabae
Mimosa,paupera
Mimosa,per-dusenii
Mimosa,pigra
Mimosa,pilulifera
Mimosa,piptoptera
Mimosa,pithecolobioides
Mimosa,polycarpa
Mimosa,polycephala
Mimosa,prionopus
Mimosa,pseudocallosa
Mimosa,pseudotrachycarpa
Mimosa,pteridifolia
Mimosa,pudica
Mimosa,ramentacea
Mimosa,ramosissima
Mimosa,reduviosa
Mimosa,regnellii
Mimosa,rojasii
Mimosa,scabrella
Mimosa,schleidenii
Mimosa,selloi
Mimosa,sensitiva
Mimosa,setosa
Mimosa,skinneri
Mimosa,sobralii
Mimosa,somnians
Mimosa,sparsiformis
Mimosa,spixiana
Mimosa,sprengelii
Mimosa,strobiliflora
Mimosa,taimbensis
Mimosa,tenuiflora
Mimosa,tucumensis
Mimosa,uraguensis
Mimosa,urbica
Mimosa,urticaria
Mimosa,velloziana
Mimosa,xanthocentra
Lepismium,cruciforme
Lepismium,houlletianum
Lepismium,lumbricoides
Lepismium,warmingianum
Albizia,edwallii
Albizia,inundata 
Albizia,lebbeck
Albizia,niopoides
Albizia,pedicellaris
Albizia,polycephala
Opuntia,dillenii
Opuntia,ficus-indica
Opuntia,monacantha
Pereskia,aculeata
Pereskia,grandifolia
Rhipsalis,baccifera
Rhipsalis,campos-portoana
Rhipsalis,cereuscula
Rhipsalis,cf. trigona
Rhipsalis,dissimilis
Rhipsalis,elliptica
Rhipsalis,floccosa
Rhipsalis,grandiflora
Rhipsalis,pachyptera
Rhipsalis,paradoxa
Rhipsalis,pilocarpa
Rhipsalis,teres
Rhipsalis,trigona
Pomaria,pilosa
Pomaria,rubicunda
Pomaria,stipularis
Delonix,regia
Bonyunia,antoniifolia
Dimorphandra,mollis
Gleditsia,amorphoides
Gleditsia,sinensis
Goniorrhachis,marginata
Hymenaea,courbaril
Hymenaea,eriogyne
Hymenaea,longifolia
Hymenaea,martiana
Hymenaea,stigonocarpa
Melanoxylon,brauna
Peltophorum,dubium
Pterogyne,nitens
Schizolobium,parahyba
Swartzia,acutifolia
Swartzia,apetala
Swartzia,arborescens
Swartzia,jorori
Swartzia,laurifolia
Swartzia,panacoco
Rhizophora,mangle
Laguncularia,racemosa
Adenostemma,brasilianum
Adenostemma,verbesina
Parapiptadenia,blanchetii
Parapiptadenia,pterosperma
Parapiptadenia,rigida
Acicarpha,bonariensis
Acicarpha,tribuloides
Lobelia,anceps
Lobelia,aquatica
Lobelia,brasiliensis
Lobelia,camporum
Lobelia,exaltata
Lobelia,fistulosa
Lobelia,hassleri
Lobelia,hederacea
Lobelia,langeana
Lobelia,xalapensis
Siphocampylus,convolvulaceus
Siphocampylus,densidentatus
Siphocampylus,fimbriatus
Siphocampylus,fluminensis
Siphocampylus,fulgens
Siphocampylus,lycioides
Siphocampylus,macropodus
Siphocampylus,nitidus
Siphocampylus,sulfureus
Siphocampylus,verticillatus
Siphocampylus,westinianus
Valeriana,catharinensis
Valeriana,eupatoria
Valeriana,salicariifolia
Valeriana,scandens
Valeriana,ulei
Cyclospermum,leptophyllum
Carica,papaya
Jacaratia,spinosa
Caryocar,brasiliense
Caryocar,coriaceum
Cerastium,rivulare
Dianthus,chinensis
Spergula,arvensis
Maytenus,boaria
Hedyosmum,brasiliense
Couepia,cataractae
Couepia,grandiflora
Couepia,uiti
Hirtella,bicornis
Hirtella,burchellii
Hirtella,ciliata
Hirtella,eriandra
Hirtella,glandulosa
Hirtella,gracilipes
Hirtella,hebeclada
Hirtella,insignis
Licania,aff. pallida
Licania,dealbata
Licania,hoehnei
Licania,kunthiana
Licania,lamentanda
Parinari,brasiliensis
Parinari,excelsa
Parinari,obtusifolia
Clethra,scabra
Clethra,uleana
Cinnamodendron,dinisii
Cinnamodendron,occhionianum
Clusia,aemygdioi
Clusia,criuva
Clusia,fluminensis
Clusia,lanceolata
Clusia,nemorosa
Clusia,organensis
Anthodon,decussatus
Picramnia,antidesma
Picramnia,excelsa
Picramnia,glazioviana
Picramnia,parvifolia
Picramnia,ramiflora
Combretum,duarteanum
Combretum,fruticosum
Combretum,hilarianum
Combretum,indicum
Combretum,lanceolatum
Combretum,laxum
Combretum,leprosum
Combretum,mellifluum
Combretum,monetaria
Combretum,pyramidatum
Combretum,rotundifolium
Terminalia,actinophylla
Terminalia,argentea
Terminalia,australis
Terminalia,catappa
Terminalia,cf. argentea
Terminalia,corrugata
Terminalia,fagifolia
Terminalia,glabrescens
Terminalia,mameluco
Terminalia,tetraphylla
Terminalia,triflora
Sinningia,aggregata
Sinningia,allagophylla
Sinningia,brasiliensis
Sinningia,canescens
Sinningia,conspicua
Sinningia,cooperi
Sinningia,curtiflora
Sinningia,douglasii
Sinningia,elatior
Sinningia,eumorpha
Sinningia,leopoldii
Sinningia,lineata
Sinningia,macropoda
Sinningia,nivalis
Sinningia,reitzii
Sinningia,sceptrum
Sinningia,sellovii
Impatiens,balsamina
Impatiens,parviflora
Impatiens,walleriana
Anredera,cordifolia
Anredera,tucumanensis
Canna,generalis
Canna,indica
Pseuderanthemum,riedelianum
Commelina,benghalensis
Commelina,cf. obliqua
Commelina,diffusa
Commelina,erecta
Commelina,fasciculata
Commelina,longicaulis
Commelina,obliqua
Commelina,rufipes
Commelina,tuberosa
Commelina,virginica
Dichorisandra,hexandra
Dichorisandra,incurva
Dichorisandra,paranaensis
Dichorisandra,penduliflora
Dichorisandra,procera
Dichorisandra,pubescens
Dichorisandra,villosula
Tradescantia,cerinthoides
Tradescantia,chrysophylla
Tradescantia,crassula
Tradescantia,cymbispatha
Tradescantia,decora
Tradescantia,fluminensis
Tradescantia,mundula
Tradescantia,pallida
Tradescantia,tenella
Tradescantia,umbraculifera
Tradescantia,virginiana
Tradescantia,zanonia
Tradescantia,zebrina
Tripogandra,diuretica
Ipomoea,acutisepala
Ipomoea,alba
Ipomoea,argentea
Ipomoea,asarifolia
Ipomoea,batatas
Ipomoea,bonariensis
Ipomoea,burchellii
Ipomoea,cairica
Ipomoea,carnea
Ipomoea,cf. indica
Ipomoea,delphinioides
Ipomoea,gigantea
Ipomoea,goyazensis
Ipomoea,hederifolia
Ipomoea,horsfalliae
Ipomoea,imperati
Ipomoea,incarnata
Ipomoea,indica
Ipomoea,indivisa
Ipomoea,malvaeoides
Ipomoea,nil
Ipomoea,padillae
Ipomoea,pes-caprae
Ipomoea,philomega
Ipomoea,pinifolia
Ipomoea,procumbens
Ipomoea,procurrens
Ipomoea,purpurea
Ipomoea,quamoclit
Ipomoea,ramosissima
Ipomoea,rubens
Ipomoea,saopaulista
Ipomoea,subincana
Ipomoea,syringifolia
Ipomoea,tiliacea
Ipomoea,triloba
Cayaponia,bonariensis
Cayaponia,cabocla
Cayaponia,diversifolia
Cayaponia,espelina
Cayaponia,martiana
Cayaponia,pilosa
Cayaponia,racemosa
Cayaponia,tayuya
Cayaponia,villosissima
Cayaponia,weddellii
Ceratosanthes,hilariana
Luffa,cylindrica
Melothria,campestris
Melothria,candolleana
Melothria,cucumis
Melothria,hirsuta
Melothria,pendula
Momordica,charantia
Wilbrandia,ebracteata
Wilbrandia,hibiscoides
Wilbrandia,longisepala
Lamanonia,brasiliensis
Lamanonia,cuneata
Lamanonia,speciosa
Lamanonia,ternata
Cupressus,goveniana
Cupressus,lusitanica
Cupressus,sempervirens
Oxalis,alstonii
Oxalis,articulata
Oxalis,barrelieri
Oxalis,bipartita
Oxalis,clausenii
Oxalis,confertissima
Oxalis,conorrhiza
Oxalis,cordata
Oxalis,corniculata
Oxalis,cytisoides
Oxalis,debilis
Oxalis,eriocarpa
Oxalis,frutescens
Oxalis,gardneriana
Oxalis,geralensis
Oxalis,goyazensis
Oxalis,hirsutissima
Oxalis,hyalotricha
Oxalis,linarantha
Oxalis,myriophylla
Oxalis,neuwiedii
Oxalis,niederleiniana
Oxalis,niederleinii
Oxalis,paranaensis
Oxalis,physocalyx
Oxalis,polymorpha
Oxalis,potamophila
Oxalis,renifolia
Oxalis,rhombeo-ovata
Oxalis,riparia
Oxalis,rupestris
Oxalis,sarmentosa
Oxalis,sellowii
Oxalis,sepium
Oxalis,tenerrima
Oxalis,triangularis
Cyathea,atrovirens
Cyathea,corcovadensis
Cyathea,delgadii
Cyathea,feeana
Cyathea,glaziovii
Cyathea,hirsuta
Cyathea,leucofolis
Cyathea,phalerata
Cyathea,rufa
Cyathea,uleana
Cyathea,villosa
Cycas,revoluta
Cycas,thouarsii
Bulbostylis, sphaerolepis
Bulbostylis,barbata
Bulbostylis,brevifolia
Bulbostylis,capillaris
Bulbostylis,cf. capillaris
Bulbostylis,communis
Bulbostylis,conifera
Bulbostylis,consanguinea
Bulbostylis,glaziovii
Bulbostylis,hirtella
Bulbostylis,juncoides
Bulbostylis,lombardii
Bulbostylis,paradoxa
Bulbostylis,scabra
Bulbostylis,sphaerocephala
Bulbostylis,sphaerolepis
Carex,bonariensis
Carex,brasiliensis
Carex,davalliana
Carex,lanceolata
Carex,longii
Carex,meridionalis
Carex,moesta
Carex,neurocarpa
Carex,polysticha
Carex,sellowiana
Carex,seticulmis
Carex,sororia
Carex,spicata
Cyperus,aggregatus
Cyperus,alternifolius
Cyperus,andreanus
Cyperus,articulatus
Cyperus,blepharoleptos
Cyperus,brevifolius
Cyperus,cf. hermaphroditus
Cyperus,chalaranthus
Cyperus,compressus
Cyperus,distans
Cyperus,entrerianus
Cyperus,eragrostis
Cyperus,esculentus
Cyperus,friburgensis
Cyperus,haspan
Cyperus,hermaphroditus
Cyperus,imbricatus
Cyperus,incomtus
Cyperus,intricatus
Cyperus,iria
Cyperus,lanceolatus
Cyperus,laxus
Cyperus,ligularis
Cyperus,luzulae
Cyperus,meyenianus
Cyperus,mundtii
Cyperus,obtusatus
Cyperus,odoratus
Cyperus,pohlii
Cyperus,polystachyos 
Cyperus,prolixus
Cyperus,reflexus
Cyperus,rigens
Cyperus,rotundus
Cyperus,sellowianus 
Cyperus,sesquiflorus
Cyperus,surinamensis
Cyperus,trigynus
Cyperus,unioloides
Cyperus,virens
Eleocharis,acutangula
Eleocharis,capillacea
Eleocharis,cf. montana
Eleocharis,debilis
Eleocharis,elegans
Eleocharis,filiculmis
Eleocharis,geniculata
Eleocharis,interstincta
Eleocharis,maculosa
Eleocharis,minima
Eleocharis,montana
Eleocharis,mutata
Eleocharis,nana
Eleocharis,radicans
Eleocharis,sellowiana
Eleocharis,squamigera
Eleocharis,subarticulata
Eleocharis,viridans
Lagenocarpus,rigidus
Rhynchospora,albiceps
Rhynchospora,albobracteata
Rhynchospora,barrosiana
Rhynchospora,biflora
Rhynchospora,cephalotes
Rhynchospora,cf. comata
Rhynchospora,cf. emaciata
Rhynchospora,cf. exaltata
Rhynchospora,cf. rugosa
Rhynchospora,cf. scutellata
Rhynchospora,ciliata
Rhynchospora,consanguinea
Rhynchospora,corymbosa
Rhynchospora,corymbosa
Rhynchospora,crinigera
Rhynchospora,cryptantha
Rhynchospora,distichophylla
Rhynchospora,emaciata
Rhynchospora,exaltata
Rhynchospora,foliosa
Rhynchospora,foliosa
Rhynchospora,gaudichaudii
Rhynchospora,glaziovii
Rhynchospora,globosa
Rhynchospora,holoschoenoides
Rhynchospora,marisculus
Rhynchospora,nardifolia
Rhynchospora,nervosa
Rhynchospora,orbignyana
Rhynchospora,panicoides 
Rhynchospora,paranaensis
Rhynchospora,polyantha
Rhynchospora,radicans
Rhynchospora,ridleyi
Rhynchospora,riparia
Rhynchospora,rugosa
Rhynchospora,scalaris
Rhynchospora,setigera
Rhynchospora,splendens
Rhynchospora,tenuiflora
Rhynchospora,tenuis
Rhynchospora,velutina
Rhynchospora,warmingii
Scleria, sororia
Scleria,aromatica
Scleria,bracteata
Scleria,cf. microcarpa
Scleria,distans
Scleria,gaertneri
Scleria,hirtella
Scleria,latifolia
Scleria,leptostachya
Scleria,macrophylla
Scleria,microcarpa
Scleria,mitis
Scleria,panicoides
Scleria,secans
Scleria,variegata
Copaifera,langsdorffii
Copaifera,marginata
Copaifera,martii
Copaifera,trapezifolia
Dennstaedtia,cicutaria
Dennstaedtia,cornuta
Dennstaedtia,dissecta
Dennstaedtia,globulifera
Dennstaedtia,obtusifolia
Richterago,discoidea
Richterago,polymorpha
Richterago,radiata
Pteridium,esculentum
Dicksonia,sellowiana
Curatella,americana
Davilla,angustifolia
Davilla,elliptica
Davilla,flexuosa
Davilla,grandiflora
Davilla,nitida
Davilla,rugosa
Davilla,villosa
Doliocarpus,dentatus
Doliocarpus,elegans
Doliocarpus,glomeratus
Doliocarpus,schottianus
Tetracera,oblongata
Dioscorea,alata
Dioscorea,amaranthoides
Dioscorea,bulbifera
Dioscorea,bulbotricha
Dioscorea,campestris
Dioscorea,ceratandra
Dioscorea,cinnamomifolia
Dioscorea,coronata
Dioscorea,dodecaneura
Dioscorea,glandulosa
Dioscorea,laxiflora
Dioscorea,leptostachya
Dioscorea,monadelpha
Dioscorea,multiflora
Dioscorea,ovata
Dioscorea,piperifolia
Dioscorea,polygonoides
Dioscorea,scabra
Dioscorea,sinuata
Dioscorea,subhastata
Drosera,brevifolia
Drosera,cayennensis
Drosera,latifolia
Drosera,montana
Drosera,sessilifolia
Drosera,villosa
Drosera,viridis
Lastreopsis,amplissima
Megalastrum,abundans
Megalastrum,albidum
Megalastrum,connexum
Megalastrum,oreocharis
Megalastrum,umbrinum
Diospyros,blancoi
Diospyros,guianensis
Diospyros,inconstans
Diospyros,kaki
Diospyros,lasiocalyx
Diospyros,sericea
Schlumbergera,gaertneri
Schlumbergera,rosea
Schlumbergera,truncata
Rourea,gardneriana
Rourea,induta
Kalanchoe,delagoensis
Kalanchoe,fedtschenkoi
Kalanchoe,gastonis-bonnieri
Kalanchoe,manginii
Kalanchoe,pinnata
Sedum,dendroideum
Sedum,multiceps
Sedum,palmeri
Trianthema,portulacastrum
Cordyline,congesta
Cordyline,fruticosa
Cordyline,spectabilis
Sloanea,garckeana
Sloanea,guianensis
Sloanea,hatschbachii
Sloanea,hirsuta
Sloanea,lasiocoma
Gaylussacia,angustifolia
Gaylussacia,brasiliensis
Gaylussacia,caratuvensis
Gaylussacia,pseudogaultheria
Gaylussacia,reticulata
Gaylussacia,salicifolia
Gaylussacia,virgata
Rhododendron,indicum 
Erythroxylum,ambiguum
Erythroxylum,anguifugum
Erythroxylum,argentinum
Erythroxylum,betulaceum
Erythroxylum,campestre
Erythroxylum,cf. pelleterianum
Erythroxylum,citrifolium
Erythroxylum,coca
Erythroxylum,cuneifolium
Erythroxylum,cuspidifolium
Erythroxylum,daphnites
Erythroxylum,deciduum
Erythroxylum,gonocladum
Erythroxylum,microphyllum
Erythroxylum,mucronatum
Erythroxylum,myrsinites
Erythroxylum,nobile
Erythroxylum,passerinum
Erythroxylum,pelleterianum
Erythroxylum,revolutum
Erythroxylum,rosuliferum
Erythroxylum,spruceanum
Erythroxylum,squamatum
Erythroxylum,suberosum
Erythroxylum,subrotundum
Erythroxylum,umbu
Erythroxylum,vacciniifolium
Acalypha,amblyodonta
Acalypha,amentacea
Acalypha,brasiliensis
Acalypha,chamaedrifolia
Acalypha,claussenii
Acalypha,communis
Acalypha,digynostachya
Acalypha,diversifolia
Acalypha,gaumeri
Acalypha,gracilis
Acalypha,herzogiana
Acalypha,hispida
Acalypha,multicaulis
Acalypha,poiretii
Acalypha,villosa
Actinostemon,amazonicus
Actinostemon,appendiculatus
Actinostemon,concepcionis
Actinostemon,concolor
Actinostemon,klotzschii
Alchornea,castaneifolia
Alchornea,discolor
Alchornea,glandulosa
Alchornea,sidifolia
Alchornea,triplinervia
Bernardia,hirsutissima
Bernardia,multicaulis
Bernardia,paraguariensis
Bernardia,pulchella
Bernardia,sellowii
Bernardia,spartioides
Bia,alienata
Codiaeum,variegatum
Croton,abaitensis
Croton,agoensis
Croton,antisyphiliticus
Croton,argenteus
Croton,betaceus
Croton,bonplandianus
Croton,campestris
Croton,catariae
Croton,ceanothifolius
Croton,chaetophorus
Croton,chamaepitys
Croton,conduplicatus
Croton,cuneatus
Croton,dichrous
Croton,didrichsenii
Croton,dracunculoides
Croton,dusenii
Croton,eichleri
Croton,ericoides
Croton,erythroxyloides
Croton,flavispicatus
Croton,floribundus
Croton,fuscus
Croton,glandulosus
Croton,glechomifolius
Croton,glutinosus
Croton,glyptospermus
Croton,goyazensis
Croton,gracilipes
Croton,grandivelus
Croton,heliotropiifolius
Croton,heterocalyx
Croton,heterodoxus
Croton,hirtus
Croton,imbricatus
Croton,jacobinensis
Croton,julopsidium
Croton,lachnostachyus
Croton,lanatus
Croton,leptobotryus
Croton,leptophyllus
Croton,longibracteatus
Croton,longicarpus
Croton,lundianus
Croton,macrobothrys
Croton,montevidensis
Croton,muellerianus
Croton,myrianthus
Croton,odontadenius
Croton,pallidulus
Croton,pedicellatus
Croton,pycnocephalus
Croton,pygmaeus
Croton,reitzii
Croton,sanctae-crucis
Croton,sclerocalyx
Croton,sellowii
Croton,serpyllifolius
Croton,serratifolius
Croton,splendidus
Croton,stenotrichus
Croton,triangularis
Croton,tricolor
Croton,triqueter
Croton,urticifolius
Croton,urucurana
Croton,uruguayensis
Croton,vulnerarius
Dalechampia,adscendens
Dalechampia,clausseniana
Dalechampia,ficifolia
Dalechampia,guaranitica
Dalechampia,micromeria
Dalechampia,scandens
Dalechampia,stenosepala
Dalechampia,stipulacea
Dalechampia,subintegra
Dalechampia,weddelliana
Euphorbia,bahiensis
Euphorbia,cotinifolia
Euphorbia,graminea
Euphorbia,helioscopia
Euphorbia,heterophylla
Euphorbia,hirta
Euphorbia,hyssopifolia
Euphorbia,leucocephala
Euphorbia,papillosa
Euphorbia,peplus
Euphorbia,phosphorea
Euphorbia,potentilloides
Euphorbia,prostrata
Euphorbia,pulcherrima
Euphorbia,sarcodes
Euphorbia,sciadophila
Euphorbia,selloi
Euphorbia,serpens
Euphorbia,setosa
Euphorbia,thymifolia
Euphorbia,tirucalli
Euphorbia,tithymaloides
Euphorbia,umbellata
Jatropha,curcas
Jatropha,gossypiifolia
Jatropha,isabellei
Jatropha,mollissima
Jatropha,multifida
Jatropha,ribifolia
Jatropha,weddeliana
Neckeropsis,undulata
Manihot,anomala
Manihot,caerulescens
Manihot,carthagenensis
Manihot,esculenta
Manihot,gracilis
Manihot,grahamii
Manihot,pentaphylla
Manihot,pruinosa
Manihot,reniformis
Manihot,tripartita
Manihot,violacea
Microstachys,corniculata
Microstachys,daphnoides
Microstachys,hispida
Microstachys,nana
Ricinus,communis
Sapium,glandulosum
Sapium,haematospermum
Sapium,obovatum
Sebastiania,brasiliensis
Sebastiania,ramosissima
Tetrorchidium,rubrivenium
Tragia,giardelliae
Tragia,polyandra
Tragia,volubilis
Bionia,coccinea
Bionia,tomentosa
Aeschynomene,americana
Aeschynomene,denticulata
Aeschynomene,fluminensis
Aeschynomene,montevidensis
Aeschynomene,selloi
Aeschynomene,sensitiva
Andira,anthelmia
Andira,cf. anthelmia
Andira,cordata
Andira,fraxinifolia
Andira,humilis
Andira,inermis
Cajanus,cajan
Calopogonium,caeruleum
Calopogonium,mucunoides
Canavalia,brasiliensis
Canavalia,gladiolata
Canavalia,grandiflora
Canavalia,parviflora
Canavalia,picta
Canavalia,rosea
Centrosema,angustifolium
Centrosema,arenarium
Centrosema,bracteosum
Centrosema,brasilianum
Centrosema,grandiflorum
Centrosema,pubescens
Centrosema,sagittatum
Centrosema,vetulum
Centrosema,virginianum
Clitoria,amazonum
Clitoria,densiflora
Clitoria,epetiolata
Clitoria,fairchildiana
Clitoria,falcata
Clitoria,guianensis
Collaea,aschersoniana
Collaea,cipoensis
Collaea,speciosa
Collaea,stenophylla
Crotalaria,balansae
Crotalaria,breviflora
Crotalaria,flavicoma
Crotalaria,hilariana
Crotalaria,holosericea
Crotalaria,incana
Crotalaria,juncea
Crotalaria,lanceolata
Crotalaria,maypurensis
Crotalaria,micans
Crotalaria,ochroleuca
Crotalaria,pallida
Crotalaria,spectabilis
Crotalaria,tweediana
Crotalaria,vespertilio
Crotalaria,vitellina
Dahlstedtia,floribunda
Dahlstedtia,muehlbergiana
Dahlstedtia,pentaphylla
Dahlstedtia,pinnata
Dalbergia,acuta
Dalbergia,brasiliensis
Dalbergia,cuiabensis
Dalbergia,ecastaphyllum
Dalbergia,frutescens
Dalbergia,lateriflora
Dalbergia,miscolobium
Dalbergia,nigra
Dalbergia,riedelii
Desmodium,adscendens
Desmodium,affine
Desmodium,axillare
Desmodium,barbatum
Desmodium,cajanifolium
Desmodium,cuneatum
Desmodium,distortum
Desmodium,guaraniticum
Desmodium,incanum
Desmodium,leiocarpum
Desmodium,pachyrhizum
Desmodium,sclerophyllum
Desmodium,subsecundum
Desmodium,subsericeum
Desmodium,tortuosum
Desmodium,triarticulatum
Desmodium,triflorum
Desmodium,uncinatum
Desmodium,venosum
Dioclea,virgata
Erythrina,crista-galli
Erythrina,falcata
Erythrina,fusca
Erythrina,mulungu
Erythrina,speciosa
Erythrina,variegata
Erythrina,velutina
Eriosema,campestre
Eriosema,congestum
Eriosema,crinitum
Eriosema,defoliatum
Eriosema,glabrum
Eriosema,heterophyllum
Eriosema,longifolium
Eriosema,venulosum
Galactia,glaucescens
Galactia,jussiaeana
Galactia,striata
Glycine,max 
Lygodium,venustum
Lygodium,volubile
Indigofera,asperifolia
Indigofera,bongardiana
Indigofera,campestris
Indigofera,hirsuta
Indigofera,lespedezioides
Indigofera,sabulicola
Indigofera,suffruticosa
Indigofera,truxillensis
Lonchocarpus,cultratus
Lonchocarpus,nitidus
Lonchocarpus,pluvialis
Lonchocarpus,sericeus
Lupinus,albescens
Lupinus,bracteolaris
Lupinus,crotalarioides
Lupinus,gibertianus
Lupinus,guaraniticus
Lupinus,lanatus
Lupinus,multiflorus
Lupinus,paranensis
Lupinus,reitzii
Lupinus,sellowianus
Lupinus,velutinus
Machaerium,aculeatum
Machaerium,acutifolium
Machaerium,brasiliense
Machaerium,eriocarpum
Machaerium,floribundum
Machaerium,hatschbachii
Machaerium,hirtum
Machaerium,myrianthum
Machaerium,nyctitans
Machaerium,oblongifolium
Machaerium,opacum
Machaerium,paraguariense
Machaerium,punctatum
Machaerium,quinata
Machaerium,scleroxylon
Machaerium,stipitatum
Machaerium,uncinatum
Machaerium,villosum
Macroptilium,atropurpureum
Macroptilium,bracteatum
Macroptilium,erythroloma
Macroptilium,lathyroides
Macroptilium,panduratum
Macroptilium,prostratum
Macroptilium,sabaraense
Mucuna,bennettii
Mucuna,cf. pruriens
Mucuna,pruriens
Mucuna,sloanei
Mucuna,urens
Myrocarpus,fastigiatus
Myrocarpus,frondosus
Myroxylon,balsamum
Myroxylon,peruiferum
Phaseolus,lunatus
Phaseolus,vulgaris
Poiretia,latifolia
Poiretia,tetraphylla
Rhynchosia,corylifolia
Rhynchosia,edulis
Rhynchosia,melanocarpa
Rhynchosia,minima
Rhynchosia,phaseoloides
Sesbania,exasperata
Sesbania,punicea
Sesbania,virgata
Stylosanthes,acuminata
Stylosanthes,capitata
Stylosanthes,gracilis
Stylosanthes,guianensis
Stylosanthes,hamata
Stylosanthes,hippocampoides
Stylosanthes,humilis
Stylosanthes,leiocarpa
Stylosanthes,macrocephala
Stylosanthes,montevidensis
Stylosanthes,scabra
Stylosanthes,viscosa
Tipuana,tipu
Vicia,cracca
Vicia,graminea
Vicia,hirsuta
Vicia,sativa
Vicia,stenophylla
Vicia,villosa
Vigna,halophila
Vigna,longifolia
Vigna,luteola
Vigna,venusta
Zornia,cryptantha
Zornia,curvata
Zornia,diphylla
Zornia,latifolia
Zornia,ramboiana
Zornia,reticulata
Zornia,villosa
Zornia,virgata
Piper,aduncum
Piper,aff. aduncum
Piper,aff. cuyabanum
Piper,aff. fuligineum
Piper,aff. gaudichaudianum
Piper,aff. glabratum
Piper,aff. mollicomum
Piper,aff. ovatum
Piper,amalago
Piper,anisum
Piper,arboreum
Piper,caldense
Piper,cernuum
Piper,cf. mikanianum
Piper,chimonanthifolium
Piper,corcovadensis
Piper,corintoanum
Piper,crassinervium
Piper,cuyabanum
Piper,dilatatum
Piper,diospyrifolium
Piper,fluminense
Piper,forzzae
Piper,fuligineum
Piper,gaudichaudianum
Piper,glabratum
Piper,hemmendorffii
Piper,hispidum
Piper,lepturum
Piper,lhotzkyanum
Piper,lucaeanum
Piper,macedoi
Piper,malacophyllum
Piper,mikanianum
Piper,miquelianum
Piper,mollicomum
Piper,mosenii
Piper,nigrum
Piper,ovatum
Piper,piliovarium
Piper,piritubanum
Piper,regnellii
Piper,regnellii
Piper,reitzii
Piper,rivinoides
Piper,schenckii
Piper,solmsianum
Piper,subcinereum
Piper,tectoniifolium
Piper,umbellatum
Piper,viminifolium
Piper,xylosteoides
Doryopteris,concolor
Doryopteris,nobilis
Doryopteris,patula
Doryopteris,pentagona
Doryopteris,sagittifolia
Doryopteris,triphylla
Solanum,acerifolium
Solanum,aculeatissimum
Solanum,adscendens
Solanum,adspersum
Solanum,affine
Solanum,alatirameum
Solanum,alternatopinnatum
Solanum,americanum
Solanum,amygdalifolium
Solanum,anoacanthum
Solanum,aparadense
Solanum,argenteum
Solanum,asperum
Solanum,asterophorum
Solanum,atropurpureum
Solanum,betaceum
Solanum,bistellatum
Solanum,bullatum
Solanum,caavurana
Solanum,campaniforme
Solanum,capsicoides
Solanum,cassioides
Solanum,cernuum
Solanum,cf. bonariense
