hcf | complementares
35480 | , C. Mascaro, L.F. Lenchinski, J. Rat & M.S. Padilha
35481 | , L.F. Lenchinski, J. Rat & M.S. Padilha
35482 | & T.A. Meyer
35483 | & J. Goldbach
35484 | , L. Ferreira da Silva & T.A. Meyer
35485 | & T.A. Meyer
35487 | & T.A. Meyer
35488 | & T.A. Meyer
35489 | & A. Hauer
35490 | , V. Ariati, B.K. Canestraro & E.D. Lozano
35492 | , M. hatschbach, O.S. Ribas & J. Carneiro
35499 | , M. Hatschbach & E. Barboza
35501 | & P.F.N. Procópio
35502 | & P.F.N. Procópio
35503 | , L. Ferreira da Silva & T.A. Meyer
35504 | & P.F.N. Procópio
35505 | & P.F.N. Procópio
35506 | & P.F.N. Procópio
35507 | & P.F.N. Procópio
35508 | & P.F.N. Procópio
35509 | & P.F.N. Procópio
35510 | & P.F.N. Procópio
35511 | , L. Ferreira da Silva & T.A. Meyer
35512 | & P.F.N. Procópio
35513 | & P.F.N. Procópio
35514 | & P.F.N. Procópio
35515 | & P.F.N. Procópio
35516 | & P.F.N. Procópio
35517 | & P.F.N. Procópio
35518 | & P.F.N. Procópio
35519 | , L. Ferreira da Silva & T.A. Meyer
35520 | & J. Goldbach
35521 | , L. Ferreira da Silva & T.A. Meyer
35523 | & J. Goldbach
35525 | , E. Barboza & J. Cordeiro
35526 | & T.A. Meyer
35527 | & E. Barboza
35528 | & T.A. Meyer
35529 | & M. Silva
35530 | & T.A. Meyer
35531 | & T.A. Meyer
35532 | , V. Ariati, B.K. Canestraro & E.D. Lozano
35533 | & M. Silva
35534 | , L. Ferreira da Silva & T.A. Meyer
35535 | & P.F.N. Procópio
35536 | & P.F.N. Procópio
35538 | , L.F. Lenchinski, J. Rat & M.S. Padilha
35539 | , T.A. Silva & T.A. Meyer
35541 | & J. Goldbach
35542 | , M. Hatschbach & J.M. Silva
35543 | & T.A. Meyer
35544 | & T.A. Meyer
35545 | , O.S. Ribas & E.F. Costa
35546 | & T.A. Meyer
35547 | , L.F. Lenchinski, J. Rat & M.S. Padilha
35548 | & M. Silva
35549 | , T.A. Silva & T.A. Meyer
35550 | & M. Silva
35551 | , L. Ferreira da Silva & T.A. Meyer
35552 | , L.F. Lenchinski, J. Rat & M.S. Padilha
35553 | , T.A. Silva & T.A. Meyer
35554 | , C. Mascaro, L.F. Lenchinski, J. Rat & M.S. Padilha
35555 | , T.A. Meyer & S. Sakagawa
35556 | , L.F. Lenchinski, J. Rat & M.S. Padilha
35557 | , L.F. Lenchinski, J. Rat & M.S. Padilha
35558 | , T.A. Silva & T.A. Meyer
35560 | , T.A. Meyer & S. Sakagawa
35561 | , T.A. Silva & T.A. Meyer
35562 | , T.A. Silva & T.A. Meyer
35563 | & J.M. Silva
35566 | , M. Hatschbach & O.S. Ribas
35567 | , M. Hatschbach & E. Barboza
35569 | & M. Silva
35570 | , L. Ferreira da Silva & T.A. Meyer
35572 | & T.A. Meyer
35573 | & M. Silva
35574 | , T.A. Silva & T.A. Meyer
35575 | & M. Silva
35576 | & M.L. Brotto
35577 | & J. Goldbach
35579 | & G. Hatschbach
35582 | , T.A. Silva & T.A. Meyer
35586 | , L.F. Lenchinski, J. Rat & M.S. Padilha
35587 | , J. Coelho, A. Stadnik & A. Santana
35588 | , J.F.C. Oliveira & F. Rios
35589 | & M.C. Dórea
35590 | , D. Cardoso & C.O. Azevedo
35591 | , A.L. Côrtes, S.H. Monteiro & M.I. Oliveira
35592 | & A.L. Côrtes
35593 | , E. Matos & J.L. Paixão
35594 | , E. Matos & J.L. Paixão
35595 | , E. Matos & J.L. Paixão
35596 | & L.H. Daneu
35598 | & C.B. Poliquesi
35599 | A.M. Giulietti, W. Thomas & M.R. Barbosa
35600 | , E. Matos & J.L. Paixão
35601 | , J. Coelho, A. Stadnik & A. Santana
35602 | , L. Ferreira da Silva & T.A. Meyer
35603 | , M. Hatschbach & E. Barboza
35608 | & F.J. Zelma
35609 | , R. Spichiger, A.C. Cervi & E. Barboza
35610 | , A.C. Cervi & E. Barboza
35611 | , M. Hatschbach & E. Barboza
35612 | & E. Barboza
35613 | , A.C. Cervi & E. Barboza
35615 | & J. Goldbach
35616 | & J. Goldbach
35618 | & T.A. Meyer
35619 | , T.A. Meyer & S. Sakagawa
35622 | , T.A. Silva & T.A. Meyer
35623 | , T.A. Meyer & S. Sakagawa
35624 | , T.A. Meyer & T.A. Silva
35625 | , V. Ariati, B.K. Canestraro & E.D. Lozano
35627 | & E. Barboza
35628 | & E.F. Costa
35629 | , J. Cordeiro & J. Vaz
35630 | , R. Goldenberg & J.M. Silva
35632 | & J. Goldbach
35633 | , T.A. Silva & T.A. Meyer
35634 | , T.A. Meyer & S. Sakagawa
35635 | & T.A. Meyer
35636 | , T.A. Silva & T.A. Meyer
35638 | , L. Ferreira da Silva & T.A. Meyer
35639 | , L. Ferreira da Silva & T.A. Meyer
35640 | , L. Ferreira da Silva & T.A. Meyer
35641 | , T.A. Silva & T.A. Meyer
35642 | , T.A. Meyer & S. Sakagawa
35644 | , V. Ariati, B.K. Canestraro & E.D. Lozano
35645 | & J. Goldbach
35646 | , L. Ferreira da Silva & T.A. Meyer
35647 | & T.A. Meyer
35648 | , R. Goldenberg, P. Labiak & J. Cordeiro
35649 | , E. Matos & J.L. Paixão
35650 | & E. Barboza
35652 | & E. Barboza
35656 | , T.A. Meyer & T.A. Silva
35657 | & T.A. Meyer
35658 | , E.L. Siqueira, L. Troi & L.B. Camargo
35659 | , E.L. Siqueira, L. Troi & L.B. Camargo
35660 | , E.L. Siqueira, L. Troi & L.B. Camargo
35661 | , E.L. Siqueira, L. Troi & L.B. Camargo
35662 | , E.L. Siqueira, L. Troi & L.B. Camargo
35663 | , E.L. Siqueira, L. Troi & L.B. Camargo
35664 | , E.L. Siqueira, L. Troi & L.B. Camargo
35665 | , E.L. Siqueira, L. Troi & L.B. Camargo
35666 | , E.L. Siqueira, L. Troi & L.B. Camargo
35667 | , E.L. Siqueira, L. Troi & L.B. Camargo
35668 | , E.L. Siqueira, L. Troi & L.B. Camargo
35669 | , E.L. Siqueira, L. Troi & L.B. Camargo
35670 | , E.L. Siqueira, L. Troi & L.B. Camargo
35671 | , E.L. Siqueira, L. Troi & L.B. Camargo
35672 | , E.L. Siqueira, L. Troi & L.B. Camargo
35673 | , E.L. Siqueira, L. Troi & L.B. Camargo
35674 | , E.L. Siqueira, L. Troi & L.B. Camargo
35675 | , E.L. Siqueira, L. Troi & L.B. Camargo
35676 | , E.L. Siqueira, L. Troi & L.B. Camargo
35677 | , E.L. Siqueira, L. Troi & L.B. Camargo
35678 | , E.L. Siqueira, L. Troi & L.B. Camargo
35679 | , E.L. Siqueira, L. Troi & L.B. Camargo
35680 | , E.L. Siqueira, L. Troi & L.B. Camargo
35681 | , E.L. Siqueira, L. Troi & L.B. Camargo
35682 | , E.L. Siqueira, L. Troi & L.B. Camargo
35683 | , E.L. Siqueira, L. Troi & L.B. Camargo
35684 | , E.L. Siqueira, L. Troi & L.B. Camargo
35685 | , E.L. Siqueira, L. Troi & L.B. Camargo
35686 | , E.L. Siqueira, L. Troi & L.B. Camargo
35687 | , E.L. Siqueira, L. Troi & L.B. Camargo
35688 | , E.L. Siqueira, L. Troi & L.B. Camargo
35689 | , E.L. Siqueira, L. Troi & L.B. Camargo
35690 | , E.L. Siqueira, L. Troi & L.B. Camargo
35691 | , E.L. Siqueira, L. Troi & L.B. Camargo
35692 | , E.L. Siqueira, L. Troi & L.B. Camargo
35693 | , E.L. Siqueira, L.A. Troi & L.B. Camargo
35694 | , E.L. Siqueira, L.A. Troi & L.B. Camargo
35695 | , E.L. Siqueira, L.A. Troi & L.B. Camargo
35696 | , E.L. Siqueira, L.A. Troi & L.B. Camargo
35697 | , E.L. Siqueira, L.A. Troi & L.B. Camargo
35698 | , E.L. Siqueira, L.A. Troi & L.B. Camargo
35699 | , E.L. Siqueira, L.A. Troi & L.B. Camargo
35700 | , E.L. Siqueira, L.A. Troi & L.B. Camargo
35701 | , E.L. Siqueira, L.A. Troi & L.B. Camargo
35702 | , E.L. Siqueira, L.A. Troi & L.B. Camargo
35703 | , E.L. Siqueira, L.A. Troi & L.B. Camargo
35704 | , E.L. Siqueira, L.A. Troi & L.B. Camargo
35705 | , E.L. Siqueira, L.A. Troi & L.B. Camargo
35706 | , E.L. Siqueira, L.A. Troi & L.B. Camargo
35707 | , E.L. Siqueira, L.A. Troi & L.B. Camargo
35708 | , E.L. Siqueira, L.A. Troi & L.B. Camargo
35709 | , E.L. Siqueira, L.A. Troi & L.B. Camargo
35710 | , E.L. Siqueira, L.A. Troi & L.B. Camargo
35711 | , E.L. Siqueira, L.A. Troi & L.B. Camargo
35712 | , E.L. Siqueira, L.A. Troi & L.B. Camargo
35713 | , E.L. Siqueira, L.A. Troi & L.B. Camargo
35714 | , E.L. Siqueira, L.A. Troi & L.B. Camargo
35716 | , T.A. Meyer & S. Sakagawa
35718 | , T.A. Silva & T.A. Meyer
35719 | , L. Ferreira da Silva & T.A. Meyer
35720 | & O. Guimarães
35721 | & Z. Ahumada
35722 | , M. Hatschbach & E. Barboza
35723 | & P. Ravenna
35724 | & J. Goldbach
35725 | , J.M. Silva & J. Cordeiro
35726 | & J.M. Cordeiro
35727 | , P. Labiak & M. Pichorim
35728 | , A. Saucsen & T.A. Meyer
35730 | & J. Goldbach
35733 | , L. Ferreira da Silva & T.A. Meyer
35734 | , L. Ferreira da Silva & T.A. Meyer
35735 | & J. Goldbach
35736 | , T.A. Silva & T.A. Meyer
35737 | , C. Snak, F.S. Santos & F.G.A. Oliveira
35738 | , T. André & Peu
35739 | , J.F.B. Pastore & Adriana
35740 | , A. Sank & T. Snak
35742 | , E. Barboza & E.F. Costa
35744 | & E.M. Pianissola
35745 | & E.M. Painissola
35747 | & M.F. Dias
35748 | , C. Snak & L.P. Queiroz
35749 | , J.F.B. Pastore & Adriana
35752 | , T.A. Silva & T.A. Meyer
35756 | , R.C.S.L. Santos, C.E. Carneiro & W.H. Silva
35757 | & R.M. Harley
35758 | , F.S. Santos, C.L. Ribeiro, J.F.C. Oliveira & F.G. Oliveira
35759 | , E.M. Pianissola, A.M. Amorim & J.L. Paixão
35760 | & L.C. Marinho
35761 | , P.L. Viana, R.P. Oliveira, L.G. Clark & E.A.L. Afonso
35764 | & E.M. Pianissola
35765 | & E.M. Pianissola
35766 | & E.M. Pianissola
35767 | , P.L. Viana, R.P. Oliveira, L.G. Clark & E.A.L. Afonso
35768 | & C. Silva
35769 | & C. Silva
35770 | , A. Queiroz-Lima, D. Cardoso & A.A. Amorim
35772 | , E. Matos & J.L. Paixão
35773 | , E. Matos & J.L. Paixão
35782 | , D.L. Komura & Zé Adailton
35783 | , T. André & Peu
35784 | , A. Delgado-Salinas, R.T. Pennington, R. Riina & F. Pezz
35785 | & E.M. Pianissola
35786 | & E.M. Pianissola
35787 | & E.M. Pianissola
35788 | & E.M. Pianissola
35789 | , F.P. Azevedo, F. Hurbath & L. Rocha
35790 | & S.V. Costa-Neto
35794 | , E.M. Pianissola, A.M. Amorim & J.L. Paixão
35795 | & E. Barboza
35796 | , E.M. Pianissola, A.M. Amorim & J.L. Paixão
35797 | & E. Barboza
35798 | , E. Matos & J.L. Paixão
35799 | , E. Matos & J.L. Paixão
35800 | , E. Matos & J.L. Paixão
35803 | , A.P.B. Santos & M.F. Fernandes
35806 | , E. Matos & J.L. Paixão
35807 | , E. Matos & J.L. Paixão
35808 | , E. Matos & J.L. Paixão
35809 | , E. Barboza & E.F. Costa
35810 | , E. Matos & J.L. Paixão
35811 | , E. Matos & J.L. Paixão
35813 | , E. Matos & J.L. Paixão
35814 | , E. Matos & J.L. Paixão
35815 | , E. Matos & J.L. Paixão
35818 | , E. Matos & J.L. Paixão
35819 | & E.M. da Silva
35820 | , D. Cardoso, N.P. Smith & J.F.B. Pastore
35824 | , E. Matos & J.L. Paixão
35825 | , E. Matos & J.L. Paixão
35826 | , E. Matos & J.L. Paixão
35827 | , C. Snak & L.P. Queiroz
35828 | , A.R. Barbosa & C. Silva
35829 | , C. Snak, F.S. Santos & F.G.A. Oliveira
35830 | , C. Snak, F.S. Santos & F.G.A. Oliveira
35835 | et al.
35836 | et al.
35837 | et al.
35839 | , G. Ramos, C. Bastros & S.B. Vilas Boas-Bastos
35840 | & A.L. da Cruz
35845 | & E. Barboza
35846 | , M. Hatschbach & E. Barboza
35847 | , M. Hatschbach & E. Barboza
35848 | & E.M. Pianissola
35849 | & E.M. Pianissola
35853 | , A.M. Giulietti, W. Thomas & M.R. Barbosa
35856 | & B. Marques-Silva
35858 | & M. de F. Santos
35859 | , A.L. Côrtes, S.H. Monteiro & I.M. Oliveira
35860 | , W.M.B. São-Mateus & J.M.F. Santos
35861 | , W.M.B. São-Mateus & J.M.F. Santos
35862 | , W.M.B. São Mateus & J.M.F. Santos
35868 | , W.M.B. São Mateus & J.M.F. Santos
35869 | , E. Matos & J.L. Paixão
35876 | , A.S. Moreira & B.L.S. Barbosa
35877 | , T.A. Meyer & S. Sakagawa
35878 | , L. Ferreira da Silva & T.A. Meyer
35879 | & T.A. Meyer
35880 | & A. Hauer
35881 | & M. Silva
35887 | & T. Tormes
35888 | & R. Nogarolli
35889 | & R.M. Britez
35892 | & A.K. Miura
35894 | , J.M. Silva, J.A. Scremim Júnior & I.G. Bayerl
35895 | , C. Mascaro, J. Rat & L.S. Passos
35896 | , C. Mascaro, J. Rat & L.S. Passos
35897 | , C. Mascaro, J. Rat & L.S. Passos
35915 | & C. Michelon
35916 | , M.E. Engels & C. Michelon
35930 | & J. Quadros
35931 | , F.R.C. Tomé & C. Lonteiro
35933 | , E. Kauano & A. Teixeira
35938 | & L. Hartel
35939 | , E.D. Lozano & C. Michelon
35940 | , I.F. Canestraro & M.C.K. Canestraro
35941 | , C. Michelon & V. Ariati
35942 | & E.D. Lozano
35944 | , E.D. Lozano, C. Michelon & M.E. Engels
35945 | , E.D. Lozano & C. Michelon
35946 | , E.D. Lozano, C. Michelon & V. Ariati
35947 | , R. Kersten, A. Tomazi & J. Randi
35948 | , E.D. Lozano & C. Michelon
35949 | , M.C.K. Canestraro, I.F. Canestraro &  P. Kalinowski
35951 | , V. Ariati & C. Michelon
35952 | , V. Ariati & C. Michelon
35954 | , E.D. Lozano & C. Michelon
35957 | , I.F. Canestraro & M.C.K. Canestraro
35958 | , E.D. Lozano & C. Michelon
35959 | & C. Michelon
35961 | , C. Michelon & M.E. Engels
35962 | , R. Kersten, F. Correia & J. Randi
35963 | & S. Nakashima
35966 | & P. Kalinowski
35967 | , M.E. Engels & C. Michelon
35969 | , E.D. Lozano, C. Michelon & E.D. Lozano
35970 | , E.D. Lozano & C. Michelon
35971 | , E.D. Lozano & C. Michelon
35972 | & F.B. Mattos
35973 | , E.D. Lozano & C. Michelon
35974 | , T.A. Meyer & T.A. Silva
35975 | , T.A. Meyer & T.A. Silva
35976 | & M.A. Selusniaki
35977 | , T.A. Meyer & T.A. Silva
35978 | , T.A. Meyer & T.A. Silva
35980 | , C. Michelon & M. Engels
35984 | , I.F. Canestraro & M.C.K. Canestraro
35986 | , C. Michelon & M. Engels
35987 | , E.D. Lozano & C. Michelon
35988 | & R. Kersten
35989 | & E.C.Z. Ruiz
35990 | , V. Ariati & C. Michelon
35993 | , E.D. Lozano & C. Michelon
35994 | & C. Michelon
35996 | , R. Kersten, J. Randi, A. Tomazi, F. Fracaro, R Correia & C. Michelon
35997 | , R. Kersten, F. Correia & J. Randi
36000 | & E.D. Lozano
36003 | & E.D. Lozano
36004 | , V. Ariati & C. Michelon
36005 | , R. Kersten, J. Randi, F. Correia, B. Wittmann, F. Fracaro & R. Ramiro
36006 | , C. Michelon & V. Ariati
36008 | , E.D. Lozano & C. Michelon
36009 | & R. Kersten
36013 | & R.M. Britez
36014 | & J. Quadros
36021 | & R. Kersten
36022 | , V. Ariati & C. Michelon
36023 | , E.D. Lozano & C. Michelon
36031 | & B.Z. Kochen
36032 | & L.P. Marconi
36046 | et al.
36047 | & K.E. Japp
36056 | & L.M. Abe
36060 | & E.C.Z. Ruiz
36073 | & G. Strapasson
36078 | & L. Beltrami
36085 | , I. Quadros & L.M. Tiepolo
36096 | , C. Michelon, A. Bernal, A. Machado & E. Portela
36104 | & T.A. Meyer
36105 | & T.A. Meyer
36106 | & T.A. Meyer
36107 | , E. Preilipper, M. Nascimento-Júnior & D.A. Roher
36108 | , E. Preilipper, M. Nascimento-Júnior & D.A. Roher
36109 | & T.A. Meyer
36110 | & T.A. Silva
36111 | & T.A. Silva
36112 | & T.A. Silva
36113 | & T.A. Silva
36114 | & T.A. Silva
36115 | & T.A. Meyer
36116 | & T.A. Meyer
36117 | & T.A. Meyer
36118 | & T.A. Silva
36119 | & T.A. Silva
36120 | & T.A. Silva
36121 | & T.A. Silva
36122 | & T.A. Silva
36123 | & T.A. Silva
36124 | & T.A. Silva
36125 | & T.A. Silva
36126 | & T.A. Silva
36127 | & T.A. Silva
36128 | & T.A. Silva
36129 | & T.A. Silva
36130 | & T.A. Silva
36131 | & T.A. Silva
36132 | & T.A. Silva
36133 | & T.A. Meyer
36134 | & T.A. Silva
36135 | & T.A. Silva
36136 | & D. Liebsch
36138 | & T.A. Meyer
36140 | & T.A. Meyer
36141 | & T.A. Meyer
36142 | & M.A. Selusniaki
36143 | & M.A. Selusniaki
36144 | , T.A. Meyer & T.A. Silva
36145 | & T.A. Meyer
36146 | & M.A. Selusniaki
36147 | & M.A. Selusniaki
36148 | & T.A. Meyer
36149 | & T.A. Meyer
36150 | & D. Liebsch
36151 | & D. Liebsch
36152 | & T.A. Meyer
36153 | , E. Barboza, I. Andrighetti & R. Dembiski
36155 | & D. Liebsch
36156 | & D. Liebsch
36160 | et al.
36162 | & T.A. Meyer
36164 | & G.M. Batista
36167 | , M. Hatschbach & O.S. Ribas
36168 | & A. Belik
36169 | & A. Belik
36170 | , I. Andrighetti & A. Likes
36171 | , I. Andrighetti, A.Likes & G. Vicente
36174 | , I. Andrighetti & A.Likes
36175 | & T.A. Meyer
36176 | & T.A. Meyer
36177 | & T.A. Meyer
36178 | & T.A. Meyer
36179 | , T.A. Meyer & T.A. Silva
36180 | & M.A. Selusniaki
36182 | & T.A. Silva
36183 | & T.A. Meyer
36184 | & T.A. Meyer
36185 | & T.A. Meyer
36186 | & D. Liebsch
36187 | & T.A. Meyer
36188 | & J. Goldbach
36189 | & T.A. Silvia
36191 | , H.C.H. Silva, M.J.N. Rodal & T.M.C. Silva
36193 | & T.A. Meyer
36194 | & T.A. Meyer
36195 | , E. Barboza, I. Andrighetti & R. Dembiski
36197 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36198 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36199 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36200 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36201 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36202 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36203 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36204 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36205 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36206 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36207 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36208 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36209 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36210 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36211 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36212 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36213 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36214 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36215 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36216 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36217 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36218 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36219 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36220 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36221 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36222 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36223 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36224 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36225 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36226 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36227 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36228 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36229 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36230 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36231 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36232 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36233 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36234 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36235 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36236 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36237 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36238 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36239 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36240 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36241 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36242 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36243 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36244 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36245 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36246 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36247 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36248 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36249 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36250 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36251 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36252 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36253 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36254 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36255 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36256 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36257 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36258 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36259 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36260 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36261 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36262 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36263 | , E.L. Siqueira, B.G. Manoel & M.E. Okabe
36264 | , R. Kersten, F. Correia & J. Randi
36267 | & L.F. Brito
36268 | & L.F. Brito
36269 | & L.F. Brito
36270 | & L.F. Brito
36271 | & L.F. Brito
36272 | & L.F. Brito
36273 | & L.F. Brito
36274 | & L.F. Brito
36275 | & L.F. Brito
36276 | & L.F. Brito
36277 | & L.F. Brito
36278 | & L.F. Brito
36279 | & L.F. Brito
36280 | & L.F. Brito
36281 | & L.F. Brito
36282 | & L.F. Brito
36283 | & L.F. Brito
36284 | & L.F. Brito
36285 | & L.F. Brito
36286 | & L.F. Brito
36287 | & L.F. Brito
36288 | & L.F. Brito
36289 | & L.F. Brito
36290 | & L.F. Brito
36291 | & L.F. Brito
36292 | & L.F. Brito
36293 | & L.F. Brito
36294 | & L.F. Brito
36295 | & L.F. Brito
36296 | , L.B. Camargo & P.F.N. Procópio
36297 | , L.B. Camargo & P.F.N. Procópio
36298 | , L.B. Camargo & P.F.N. Procópio
36299 | , L.B. Camargo & P.F.N. Procópio
36300 | , L.B. Camargo & P.F.N. Procópio
36301 | , L.B. Camargo & P.F.N. Procópio
36302 | , L.B. Camargo & P.F.N. Procópio
36303 | , L.B. Camargo & P.F.N. Procópio
36304 | , L.B. Camargo & P.F.N. Procópio
36305 | , L.B. Camargo & P.F.N. Procópio
36306 | , L.B. Camargo & P.F.N. Procópio
36307 | , L.B. Camargo & P.F.N. Procópio
36308 | , L.B. Camargo & P.F.N. Procópio
36309 | , L.B. Camargo & P.F.N. Procópio
36310 | , L.B. Camargo & P.F.N. Procópio
36311 | , L.B. Camargo & P.F.N. Procópio
36312 | , L.B. Camargo & P.F.N. Procópio
36313 | , L.B. Camargo & P.F.N. Procópio
36314 | , L.B. Camargo & P.F.N. Procópio
36315 | , L.B. Camargo & P.F.N. Procópio
36316 | , L.B. Camargo & P.F.N. Procópio
36317 | , L.B. Camargo & P.F.N. Procópio
36318 | , L.B. Camargo & P.F.N. Procópiom
36319 | , L.B. Camargo & P.F.N. Procópio
36320 | , L.B. Camargo & P.F.N. Procópio
36321 | , L.B. Camargo & P.F.N. Procópio
36322 | , L.B. Camargo & P.F.N. Procópio
36323 | , L.B. Camargo & P.F.N. Procópio
36324 | , L.B. Camargo & P.F.N. Procópio
36325 | , L.B. Camargo & P.F.N. Procópio
36326 | , L.B. Camargo & P.F.N. Procópio
36327 | & T.A. Meyer
36328 | & A.D. Moraes
36329 | & A.D. Moraes
36330 | & A.D. Moraes
36331 | & A.D. Moraes
36332 | & A.D. Moraes
36333 | & A.D. Moraes
36334 | & A.D. Moraes
36335 | & A.D. Moraes
36336 | & A.D. Moraes
36337 | & A.D. Moraes
36338 | & A.D. Moraes
36339 | & A.D. Moraes
36340 | & A.D. Moraes
36341 | & A.D. Moraes
36342 | & A.D. Moraes
36343 | & A.D. Moraes
36344 | & A.D. Moraes
36345 | & A.D. Moraes
36346 | , E.L. Siqueira & G. Procópio Lima
36347 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36348 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36349 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36350 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36351 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36352 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36353 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36354 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36355 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36356 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36357 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36358 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36359 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36360 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36361 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36362 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36363 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36364 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36365 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36366 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36367 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36368 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36369 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36370 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36371 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36372 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36373 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36374 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
36375 | , E.L. Siqueira & M.E.N. Rodrigues Pinto
