id,cidade_fb,uf_resolvida
3274,Paranã,TO
3275,Peixe,TO
3276,Lizarda,TO
3277,Palmas,TO
3278,Morretes,PR
3279,Antonina,PR
3280,Morretes,PR
3281,Praia Grande,SP
3282,Cabo Frio,RJ
3283,Jaguariaíva,PR
3284,Correntina,BA
3285,São Domingos,GO
3286,Goioerê,PR
3287,Alto Paraíso,PR
3288,Varjão de MInas,MG
3289,Palmeira,PR
3290,Icaraíma,PR
3291,Santa Terezinha,SC
3292,Concórdia,SC
3293,Joaçaba,SC
3294,Praia Grande,SC
3295,Paulo Lopes,SC
3296,Castro,PR
3297,Cavalcante,GO
3298,Guaraqueçaba,PR
3299,Bodoquena,MS
3300,Porto Amazonas,PR
3301,Mogi-Guaçu,SP
3302,Vista Alegre do Alto,SP
3303,Vista Alegre do Alto,SP
3304,Itirapina,SP
3305,Mateiros,TO
3306,Iguape,SP
3307,Piatã,BA
3308,Campo Mourão,PR
3309,Guarapuava,PR
3310,Céu Azul,PR
3311,Céu Azul,PR
3312,Piraquara,PR
3313,Curitiba,PR
3314,Iguatemi,MS
3315,Rosana,SP
3316,Porto Murtinho,MS
3317,Nova Cantu,PR
3318,São José dos Pinhais,PR
3319,Guarapuava,PR
3320,Piraí do Sul,PR
3321,Jaguariaíva,PR
3322,Ilhéus,BA
3323,Rio Vermelho,MG
3324,Esplanada,BA
3325,Trinta Réis,MG
3326,Santana do Riacho,MG
3327,Cananéia,SP
3328,Mateiros,TO
3329,Mateiros,TO
3330,Santana do Riacho,MG
3331,Rio de Janeiro,RJ
3332,Tijucas do Sul,PR
3333,Curitiba,PR
3334,Mucugê,BA
3335,Barra da Estiva,BA
3336,Itajaí,SC
3337,São Fidélis,RJ
3338,Sengés,PR
3339,Formosa,GO
3340,Buenópolis,MG
3341,Clevelândia,PR
3342,Paranaguá,PR
3343,Curitiba,PR
3344,Morretes,PR
3345,Mandirituba,PR
3346,Santana de Pirapama,MG
3347,Itaperuçu,PR
3348,Campo Mourão,PR
3349,Barreiras,BA
3350,Posse,GO
3351,Matinhos,PR
3352,Itaúba,MT
3353,Igaratá,SP
3354,Alvorada de Minas,MG
3355,Rio de Contas,BA
3357,São Francisco do Sul,SC
3358,Tuneiras do Oeste,PR
3359,São José do Barreiro,SP
3360,São Roque de MInas,MG
3361,São Roque de Minas,MG
3362,Congonhas do Norte,MG
3363,Santana do Riacho,MG
3364,Rio de Contas,BA
3365,Santana do Riacho,MG
3366,Mimoso do Sul,ES
3367,Barra da Estiva,BA
3368,São Thomé das Letras,MG
3369,Conceição da Barra,ES
3370,Botumirim,MG
3371,Diamantina,MG
3372,Grão Mogol,MG
3373,Santana do Riacho,MG
3374,Congonhas do Norte,MG
3375,Lagoa Santa,MG
3376,Rondonópolis,MT
3377,São Paulo,SP
3378,Goioerê,PR
3379,Curitiba,PR
3380,Araucária,PR
3381,Ouro Preto,MG
3382,São Paulo,SP
3383,Campo Alegre,SC
3384,Ponta Grossa,PR
3385,Licínio de Almeida,BA
3386,Quatro Barras,PR
3387,Felixlândia,MG
3388,Jardim,MS
3389,Serro,MG
3390,Morretes,PR
3391,Jundiaí do Sul,PR
3392,Iaçu,BA
3393,Estado do Tocantis,TO
3394,Quatro Barras,PR
3395,Aquidauana,MS
3396,Guaraqueçaba,PR
3398,Curitiba,PR
3399,Entre Rios,BA
3400,Irati,PR
3401,Guajará,AM
3402,Nova Roma,GO
3403,Poços de Calda,MG
3404,Jaguariaíva,PR
3405,Mato Rico,PR
3406,Sapopema,PR
3407,Pontal do Paraná,PR
3408,Morretes,PR
3409,Colombo,PR
3410,Diamantina,MG
3411,Guaratuba,PR
3412,Sengés,PR
3413,Monte Alegre de Goiás,GO
3414,Piraquara,PR
3415,Mateiros,TO
3416,Buenópolis,MG
3417,Poços de Caldas,MG
3418,Grão Mogol,MG
3419,Jequitaí,MG
3420,Monte Azul,MG
3421,Igaporã,BA
3422,Macaúbas,BA
3423,Bocaiúva,MG
3424,Caravelas,BA
3425,Juçari,BA
3426,Divinópolis,MG
3427,Corumbá,MS
3428,Milagres,BA
3429,Nova Roma,GO
3430,Doutor Ulysses,PR
3431,Doutor Ulysses,PR
3432,Morretes,PR
3433,Querência do Norte,PR
3434,Canavieiras,BA
3435,Januária,MG
3436,Piraquara,PR
3437,Cajati,SP
3438,Marinque,SP
3439,Morretes,PR
3440,Colombo,PR
3441,Itatiaia,RJ
3442,Nova Iguaçu,RJ
3443,Guaratuba,PR
3444,Campos do Jordão,SP
3445,São Fidélix,RJ
3446,Iporanga,SP
3447,Tijucas do Sul,PR
3448,São Paulo,SP
3449,Salvador,BA
3450,Santana do Pirapama,MG
3451,Telêmaco Borba,PR
3452,Cruzeiro do Oeste,PR
3453,Rio Tibagi (estrada do Café),PR
3454,Matinhos,PR
3455,Pinhão,PR
3456,Conteda,PR
3457,Palotina,PR
3458,Piraquara,PR
3459,Almirante Tamandaré,PR
3460,Ponta Grossa,PR
3461,Curitiba,PR
3462,Curitiba,PR
3463,Rio Branco do Sul,PR
3464,Piraquara,PR
3465,São José dos Pinhais,PR
3466,Várzea da Palma,MG
3467,São Gonçalo do Abaeté,MG
3468,Cachoeira do Pajeú,MG
3469,Riacho dos Machados,MG
3470,Várzea da Palma,MG
3471,Chapada dos Guimarães,MT
3472,São José dos Campos,SP
3473,Mandirituba,PR
3474,Araucaria,PR
3475,Serranópolis do Iguaçu,PR
3476,Serranópolis do Iguaçu,PR
3477,Tamarana,PR
3478,Ribeirão Claro,PR
3479,Bom Jesus da Lapa,BA
3480,Palmital,PR
3481,Vila Alta,PR
3482,Cornélio Procópio,PR
3483,Braganey,PR
3485,Laranjeiras do Sul,PR
3486,Palotina,PR
3487,Guairacá,PR
3488,Douradina,PR
3489,Pitanga,PR
3490,Guarapuava,PR
3491,Ibaiti,PR
3492,São Mateus do Sul,PR
3493,Ventania,PR
3494,Mucugê,BA
3495,Guaraqueçaba,PR
3496,São José dos Ausentes,RS
3497,Santana de Pirapama,MG
3498,Ribeirão do Pinhal,PR
3499,Curitibanos,SC
3500,Londrina,PR
3501,Paranavaí,PR
3502,Congonhinhas,PR
3503,Guarapuava,PR
3504,Nova Londrina,PR
3505,Ortigueira,PR
3506,Londrina,PR
3507,Paulo Freitas,PR
3508,Cândido de Abreu,PR
3509,Mauá da Serra,PR
3510,Mauá da Serra,PR
3511,Mauá da Serra,PR
3512,Ponte Alta do Tocantins,TO
3513,Quatro Barras,PR
3514,Guarapuava,PR
3515,Marilândia do Sul,PR
3516,Castro,PR
3517,Santa Izabel do Ivaí,PR
3518,Virmond,PR
3519,São Paulo,SP
3520,Igaporã,BA
3521,Dois Vizinhos,PR
3523,São José dos Pinhais,PR
3524,Piraquara,PR
3525,Cavalcante,GO
3526,Guaraqueçaba,PR
3527,Tijucas do Sul,PR
3528,Joaquim Felício,MG
3529,Paranavaí,PR
3531,Porto Murtinho,MS
3533,Iguape,SP
3534,Curitiba,PR
3535,Ponta Grossa,PR
3536,Luzerna,SC
3537,Antonina,PR
3539,Bonito,MS
3540,Chapada dos Guimarães,MT
3541,Curitiba,PR
3542,Serranópolis de MInas,MG
3543,Laguna,SC
3544,Ubatuba,SP
3545,Ubatuba,SP
3548,Colider,MT
3549,Morretes,PR
3550,Morro do Chapéu,BA
3551,Alfredo Wagner,SC
3552,Pinheiro Machado,RS
3553,Miracatu,SP
3554,Quatro Barras,PR
3555,Cidreira,RS
3556,Nova Cantu,PR
3557,Palotina,PR
3558,Sengés,PR
3559,Santa Terezinha de Itaipu,PR
3560,Santa Tereza do Oeste,PR
3561,Rio da Conceição,TO
3562,Andrelândia,MG
3563,Piraquara,PR
3564,Rio Rufino,SC
3565,Rio Claro,RJ
3566,Canavieiras,BA
3567,Paranaguá,PR
3568,Iporanga,SP
3569,Apucarana,PR
3570,Corumbá,MS
3571,Palmeira,PR
3572,Poconé,MT
3573,Itaúba,MT
3574,Arapoti,PR
3575,Congonhinhas,PR
3576,Faxinal,PR
3577,Curiúva,PR
3578,Londrina,PR
3579,Telêmaco Borba,PR
3580,Grão Mogol,MG
3581,Castro,PR
3582,Santa Terezinha,BA
3583,Caravelas,BA
3584,Santa Terezinha,BA
3585,Aquidauana,MS
3586,Catas Altas,MG
3587,Pirenópolis,GO
3588,Ladário,MS
3589,Paranapanema,SP
3590,Contendas do Sincorá,BA
3591,Ubaira,BA
3592,Matuípe,BA
3593,Santo Amaro,BA
3594,Jaguaripe,BA
3595,Jaguaripe,BA
3596,Jandaíra,BA
3597,Boninal,BA
3598,Boninal,BA
3599,Cruz das Almas,BA
3600,Santa Teresinha,BA
3601,Santa Teresinha,BA
3602,Cachoeira,BA
3603,Cabaceiras do Paraguassu,BA
3604,Vitória do Xingu,PA
3605,Brasil Novo,PA
3606,Vitória do Xingu,PA
3607,Anapu,PA
3608,Anapu,PA
3609,Altamira,PA
3610,Vitória do Xingu,PA
3611,Vitória do Xingu,PA
3612,Brasil Novo,PA
3613,Vitória do Xingu,PA
3614,Mamborê,PR
3615,Vitória do Xingu,PA
3616,Vitória do Xingu,PA
3617,Anapu,PA
3618,Vitória do Xingu,PA
3619,Vitória do Xingu,PA
3620,Brasil Novo,PA
3621,Vitória do Xingu,PA
3622,Vitória do Xingu,PA
3623,Vitória do Xingu,PA
3624,Vitória do Xingu,PA
3625,Campina Grande do Sul,PR
3626,Vitória do Xingu,PA
3627,Vitória do Xingu,PA
3628,Vitória do Xingu,PA
3629,Vitória do Xingu,PA
3630,Vitória do Xingu,PA
3631,Altamira,PA
3632,Altamira,PA
3633,Vitória do Xingu,PA
3634,Cuiabá,MT
3635,Miranda,MS
3636,Jeremoabo,BA
3637,Dianópolis,TO
3638,Jaraguá,GO
3639,Jaguaripe,BA
3640,Brasil Novo,PA
3641,Vitória do Xingu,PA
3642,Brasil Novo,PA
3643,Brasil Novo,PA
3644,Vitória do Xingu,PA
3645,Vitória do Xingu,PA
3646,Vitória do Xingu,PA
3647,Andaraí,BA
3648,Jaguaripe,BA
3649,Cruz das Almas,BA
3650,Piatã,BA
3651,Laje,BA
3652,Vitória do Xingu,PA
3653,Altamira,PA
3654,Vitória do Xingu,PA
3655,Vitória do Xingu,PA
3656,Vitória do Xingu,PA
3657,Vitória do Xingu,PA
3658,Anapu,PA
3659,Anapu,PA
3660,Campo Mourão,PR
3661,São João,PR
3663,Arraial do Cabo,RJ
3664,São Tomé das Letras,MG
3665,Barcelos,AM
3666,Barcelos,AM
3667,Alto Paraíso de Goiás,GO
3668,Cáceres,MT
3669,Barão de Melgaço,MT
3670,Santa Maria Madalena,RJ
3671,Brotas de Macaúbas,BA
3672,Xique-Xique,BA
3673,Planaltina,GO
3674,Buritizeiro,MG
3675,Grão Mogol,MG
3676,Cândido Sales,BA
3677,Monte Azul,MG
3678,Realeza,MG
3679,Juramento,MG
3680,Cariacica,ES
3681,Jataí,GO
3682,Paranã,TO
3683,Nova Venécia,ES
3684,Bom Jesus da Lapa,BA
3685,Serro Negro,SC
3686,Concórdia,SC
3687,Santa Terezinha,SC
3688,Alfredo Wagner,SC
3689,Santa Terezinha,SC
3690,Urussanga,SC
3691,Criciúma,SC
3692,Indaial,SC
3693,Xavantina,SC
3694,Campo Alegre,SC
3695,Xanxerê,SC
3696,Garuva,SC
3697,Apiúna,SC
3698,Nova Trento,SC
3699,Guaratuba,PR
3700,Adrianópolis,PR
3701,Castro,PR
3702,Sengés,PR
3703,Castro,PR
3704,Tibagi,PR
3705,Adrianópolis,PR
3706,Santana do Riacho,MG
3707,Piraquara,PR
3708,Adrianópolis,PR
3709,Niquelândia,GO
3710,Medianeira,PR
3711,Morretes,PR
3712,Santa Teresa,ES
3713,Pinhais,PR
3714,Curitiba,PR
3715,Curitiba,PR
3716,Curitiba,PR
3717,Agrolândia,SC
3718,Laguna,SC
3719,São José,SC
3720,Anitápolis,SC
3721,Piracicaba,SP
3722,Osório,RS
3723,Osório,RS
3724,Caxias do Sul,RS
3725,Caxias do Sul,RS
3726,São Mateus do Sul,PR
3727,Caxias do Sul,RS
3728,São Francisco de Paula,RS
3729,Caxias do Sul,RS
3730,Bom Jesus,RS
3731,Osório,RS
3732,Ubatuba,SP
3733,Cachoeira do Sul,RS
3734,Candelária,RS
3735,Osório,RS
3736,São José dos Ausentes,RS
3737,São Francisco de Paula,RS
3738,São Francisco de Paula,RS
3739,Osório,RS
3740,Peruíbe,SP
3741,Osório,RS
3742,Bento Gonçalves,RS
3743,Itati,RS
3744,Pinheiro Machado,RS
3745,Urubici,SC
3746,Juquiri,RS
3747,Canguçu,RS
3748,Osório,RS
3749,Osório,RS
3750,Veranópolis,RS
3751,Dois Irmãos,RS
3752,Abaíra,BA
3753,Pinhal da Serra,RS
3754,Caxias do Sul,RS
3755,Farroupilha,RS
3756,Caxias do Sul,RS
3757,Jaquirana,RS
3758,São Francisco de Paula,RS
3759,Osório,RS
3760,Osório,RS
3761,Pinhal da Serra,RS
3762,Muitos Capões,RS
3763,Osório,RS
3764,Osório,RS
3765,Osório,RS
3766,Osório,RS
3767,São Domingos,SC
3768,Ascurra,SC
3769,Armazém,SC
3770,Caxias do Sul,RS
3771,Osório,RS
3772,São Francisco de Paula,RS
3773,Piratini,RS
3774,Antônio Olinto,PR
3775,Osório,RS
3776,São Francisco de Paula,RS
3777,Lavras,MG
3778,São Francisco de Paula,RS
3779,Candiota,RS
3780,Caxias do Sul,RS
3781,Caxias do Sul,RS
3782,Caxias do Sul,RS
3783,Passo Fundo,RS
3784,Angelina,SC
3785,Coronel Freitas,SC
3786,Timbé do Sul,SC
3787,Lauro Müller,SC
3788,Jaraguá do Sul,SC
3789,Apiúna,SC
3790,Pouso Redondo,SC
3791,Itaberaba,SC
3792,Água Doce,SC
3793,Capinzal,SC
3794,Indaial,SC
3795,Doutor Pedrinho,SC
3796,Morretes,PR
3797,Guaratuba,PR
3798,Matinhos,PR
3799,Balneário Piçarras,SC
3800,Mucugê,BA
3801,Mucugê,BA
3802,Rio de Contas,BA
3803,Rio de Contas,BA
3804,Porto Murtinho,MS
3805,Bela Vista,MS
3806,Campo Mourão,PR
3808,Peabiru,PR
3809,Ivaiporã,PR
3810,Rio de Contas,BA
3811,Rio de Contas,BA
3812,Céu Azul,PR
3813,Salvador,BA
3814,Rio de Contas,BA
3815,Palmeiras,BA
3816,Morro do Chapéu,BA
3817,Nova Tebas,PR
3818,Nova Tebas,PR
3819,Campo Mourão,PR
3820,Céu Azul,PR
3821,Foz do Iguaçu,PR
3822,Blumenau,SC
3823,Lapa,PR
3824,Balsa Nova,PR
3825,Tibagi,PR
3826,Foz do Iguaçu,PR
3827,Morretes,PR
3828,Palmeira,PR
3829,São Francisco do Sul,SC
3830,Antonina,PR
3831,Morretes,PR
3832,Campina Grande do Sul,PR
3833,Morretes,PR
3834,Curitiba,PR
3835,Curitiba,PR
3836,Fazenda Rio Grande,PR
3837,Morretes,PR
3838,Curitiba,PR
3839,Colombo,PR
3840,Curitiba,PR
3841,São Jerônimo da Serra,PR
3842,Tijucas do Sul,PR
3843,São José dos Pinhais,PR
3844,Lapa,PR
3845,Curitiba,PR
3846,Penha,SC
3847,Curitiba,PR
3848,Tijucas do Sul,PR
3849,Paranaguá,PR
3850,Mariporã,SP
3851,Piraquara,PR
3852,São Jerônimo da Serra,PR
3853,Bocaiúva do Sul,PR
3854,Porto Belo,SC
3855,Paranaguá,PR
3856,Tijucas do Sul,PR
3857,Lapa,PR
3858,Curitiba,PR
3859,Iporanga,SP
3860,Quatro Barras,PR
3861,Araucária,PR
3862,Piraquara,PR
3863,Tijucas do Sul,PR
3864,São José dos Pinhais,PR
3865,Matinhos,PR
3866,Tijucas do Sul,PR
3867,Curitiba,PR
3868,Curitiba,PR
3869,Morretes,PR
3870,Campina Grande do Sul,PR
3871,Curitiba,PR
3872,Morretes,PR
3873,Curitiba,PR
3874,Curitiba,PR
3875,Curitiba,PR
3876,Campina Grande do Sul,PR
3877,Paranaguá,PR
3878,Curitiba,PR
3879,Curitiba,PR
3880,Araucária,PR
3881,Curitiba,PR
3882,Curitiba,PR
3883,Curitiba,PR
3884,São José dos Pinhais,PR
3885,Curitiba,PR
3886,Curitiba,PR
3887,Paranaguá,PR
3888,Curitiba,PR
3889,São Lourenço da Serra,SP
3890,São Lourenço da Serra,SP
3891,Mirim Doce,SC
3892,Curitiba,PR
3893,Paranaguá,PR
3894,Lapa,PR
3895,Curitiba,PR
3896,Itapoá,SC
3897,Quatro Barras,PR
3898,Morretes,PR
3899,Araucária,PR
3900,Cianorte,PR
3901,Morretes,PR
3902,Blumenau,SC
3903,Ponta Grossa,PR
3904,Curitiba,PR
3905,Piraquara,PR
3906,Curitiba,PR
3907,Curitiba,PR
3908,Paranaguá,PR
3909,Curitiba,PR
3910,Curitiba,PR
3911,Morretes,PR
3912,Rio Branco do Sul,PR
3913,Curitiba,PR
3914,Quatro Barras,PR
3915,Terra Boa,PR
3916,Fazenda Rio Grande,PR
3917,Campo Largo,PR
3918,Campo Largo,PR
3919,Araucária,PR
3920,Curitiba,PR
3921,Bonito,MS
3922,Porto Murtinho,MS
3923,Urubici,SC
3924,Alfredo Chaves,ES
3925,Bonito,MS
3926,Bonito,MS
3927,Adrianópolis,PR
3928,Rio de Janeiro,RJ
3929,Curitiba,PR
3930,Matinhos,PR
3931,Guaraqueçaba,PR
3933,Itagibá,BA
3934,Guarapuava,PR
3935,Urubici,SC
3936,Urubici,SC
3937,Pitanga,PR
3938,Bonito,MS
3939,Bodoquena,MS
3940,Morretes,PR
3941,Guaratuba,PR
3942,Amambai,MS
3943,Dourados,MS
3944,Palmeira,PR
3945,Bom Jesus,RS
3946,Ribeirão do Pinhal,PR
3947,Caiapônia,GO
3948,Sengés,PR
3949,Curitiba,PR
3950,Adrianópolis,PR
3951,Campo Mourão,PR
3952,Antonina,PR
3953,Ponta Grossa,PR
3954,Palmeira,PR
3955,Campina Grande do Sul,PR
3956,Reserva do Iguaçu,PR
3957,Adrianópolis,PR
3958,Campina Grande do Sul,PR
3959,Pinhão,PR
3960,Campina Grande do Sul,PR
3961,Guaratuba,PR
3962,Chapada dos Guimarães,MT
3963,Ribeirão do Pinhal,PR
3964,Peabiru,PR
3965,Barra do Turvo,SP
3966,Jaguariaíva,PR
3967,Bela Vista,MS
3968,Alfredo Wagner,SC
3969,São Desidério,BA
3970,Doutor Ulysses,PR
3971,Guaratuba,PR
3972,Inácio Martins,PR
3973,Viana,ES
3974,Doutor Ulysses,PR
3975,Candói,PR
3976,Doutor Ulysses,PR
3977,Bom Jardim da Serra,SC
3978,Apiaí,SP
3979,Venda Nova do Imigrante,ES
3980,Guarapuava,PR
3981,Curitiba,PR
3982,União da Vitória,PR
3983,Joaquim Felício,MG
3984,Morretes,PR
3985,Clevelândia,PR
3986,Campo Mourão,PR
3987,Guaraqueçaba,PR
3988,Porto Murtinho,MS
3989,Miranda,MS
3990,Morretes,PR
3991,Jaguariaíva,PR
3992,Itararé,SP
3993,Fazenda Rio Grande,PR
3994,Morretes,PR
3995,Lapa,PR
3996,Jundiaí do Sul,PR
3997,Serranópolis do Iguaçu,PR
3998,Foz do Iguaçu,PR
3999,Doutor Ulysses,PR
4000,Campo Mourão,PR
4001,Curitiba,PR
4002,Peabiru,PR
4003,Campo Mourão,PR
4004,Céu Azul,PR
4005,Alfredo Wagner,SC
4006,São Francisco de Paula,RS
4007,Cornélio Procópio,PR
4008,Morretes,PR
4009,Morretes,PR
4010,Jundiaí do Sul,PR
4011,Palmeira,PR
4012,Reserva do Iguaçu,PR
4013,Guaratuba,PR
4014,Antonina,PR
4015,Guarapuava,PR
4016,Adrianópolis,PR
4017,Guaraqueçaba,PR
4018,Itaiópolis,SC
4019,Sengés,PR
4020,Curitiba,PR
4021,Campo Grande,MS
4022,Maracás,BA
4023,Bocaiúva do Sul,PR
4024,Licínio de Almeida,BA
4025,Quatro Barras,PR
4026,Lebon Régis,SC
4027,Rancho Alegre do Oeste,PR
4028,Licínio de Almeida,BA
4029,Tibagi,PR
4031,Santa Rita do Sapucaí,MG
4032,São Francisco do Sul,SC
4033,Ponta Grossa,PR
4034,Jundiaí do Sul,PR
4035,Morro do Chapéu,BA
4036,Porto União,SC
4037,Lapa,PR
4038,Ponta Grossa,PR
4039,Diamantina,MG
4040,Pedro Gomes,PR
4041,Vacaria,RS
4042,Guarapuava,PR
4043,Itinga,MG
4044,Olivença,MG
4045,Chapada dos Guimarães,MT
4046,Mauá da Serra,PR
4047,Leópolis,PR
4048,São Jerônimo da Serra,PR
4049,Londrina,PR
4050,Nova Laranjeiras,PR
4051,Londrina,PR
4052,Reserva,PR
4053,Londrina,PR
4054,Londrina,PR
4055,Ventania,PR
4056,Juazeiro do Norte,CE
4057,Londrina,PR
4058,Teixeira Soares,PR
4059,Telêmaco Borba,PR
4060,Tibagi,PR
4061,Londrina,PR
4062,Ivaí,PR
4063,Londrina,PR
4064,Londrina,PR
4065,São Domingos,SC
4066,Londrina,PR
4067,Sengés,PR
4068,Tibagi,PR
4069,Londrina,PR
4070,Tibagi,PR
4071,Jaguariaíva,PR
4072,Brejo Grande,SE
4073,Japaratuba,SE
4074,Pacatuba,SE
4075,Areia Branca,SE
4076,Itabaianinha,SE
4077,Indiaroba,SE
4078,Maruim,SE
4079,Pirambu,SE
4080,Poço Redondo,SE
4081,Ilha das Flores,SE
4082,Riachão do Dantas,SE
4083,Nossa Senhora do Socorro,SE
4084,Ilha das Flores,SE
4085,Estância,SE
4086,Estância,SE
4087,Amparo de São Francisco,SE
4088,Aracaju,SE
4089,Itabaiana,SE
4090,Porto da Folha,SE
4091,Nossa Senhora da Glória,SE
4092,Indiaroba,SE
4093,Itaporanga d'Ajuda,SE
4094,Canindé de São Francisco,SE
4095,Santo Amaro das Brotas,SE
4096,Areia Branca,SE
4097,Pirambu,SE
4098,Japaratuba,SE
4099,Simão Dias,SE
4100,Agrestina,PE
4101,Brejo Grande,SE
4102,Aracaju,SE
4103,Barra dos Coqueiros,SE
4104,Areia Branca,SE
4105,Santana do São Francisco,SE
4106,Lagarto,SE
4107,Itaporanga D'Ajuda,SE
4108,Condeúbas,BA
4109,Itatim,BA
4110,Elisio Medrado,BA
4111,São Gonçalo dos Campos,BA
4112,Santa Teresinha,BA
4113,Santa Teresinha,BA
4114,Carnaúba dos Dantas,RN
4115,Bananeiras,PB
4116,Antonina,PR
4117,Itaúba,MT
4118,Itaúba,MT
4119,Colíder,MT
4120,Colider,MT
4121,Itaúba,MT
4122,Itaúba,MT
4123,Itaúba,MT
4124,Itaúba,MT
4125,Itaúba,MT
4126,Itaúba,MT
4127,Colíder,MT
4128,Itaúba,MT
4129,Colíder,MT
4130,Itaúba,MT
4131,Colider,MT
4132,Colíder,MT
4133,Colider,MT
4134,Nova Canaã do Norte,MT
4135,Nova Canaã do Norte,MT
4136,Nova Canaã do Norte,MT
4137,Itaúba,MT
4138,Nova Canaã do Norte,MT
4139,Colíder,MT
4140,Itaúba,MT
4141,Itaúba,MT
4142,Itaúba,MT
4143,Colider,MT
4144,Itaúba,MT
4145,Brasília,DF
4146,Morro do Chapéu,BA
4147,Morretes,PR
4148,Palmeira,PR
4149,Matelândia,PR
4150,Nova Canaã do Norte,MT
4151,Valença,BA
4152,Varzedo,BA
4153,Nova Canaã do Norte,MT
4154,Passa Quatro,MG
4155,Itaúba,MT
4156,São Bento do Sul,SC
4157,Itaúba,MT
4159,Matelândia,PR
4160,Linhares,ES
4161,Apodi,RN
4162,Linhares,ES
4163,Linhares,ES
4164,Osório,RS
4165,Analândia,SP
4166,Caieiras,SP
4167,Cambará do Sul,RS
4168,Pelotas,RS
4169,Itaúba,MT
4170,Aquidauana,MT
4171,Arenápolis,MT
4172,Nova Canaã do Norte,MT
4173,Quixadá,CE
4174,Itaúba,MT
4175,Itaúba,MT
4176,Itaúba,MT
4177,Celso Ramos,SC
4178,Itaúba,MT
4179,Jaboticatubas,MG
4180,Alto Paraíso de Goiás,GO
4181,Brasília,DF
4182,Itaúba,MT
4183,Nova Canaã do Norte,MT
4184,Urubici,SC
4185,Urubici,SC
4186,Zortéa,SC
4187,Indaial,SC
4188,Biguaçu,SC
4189,Urubici,SC
4190,São Bento do Sul,SC
4191,Capão Alto,SC
4192,Caçador,SC
4193,Capão Alto,SC
4194,Rodeio,SC
4195,Santa Terezinha,SC
4196,Angelina,SC
4197,Canoinhas,SC
4198,Presidente Nereu,SC
4199,Leoberto Leal,SC
4200,Bom Retiro,SC
4201,Luiz Alves,SC
4202,São Bento do Sul,SC
4203,Palhoça,SC
4204,São Francisco do Sul,SC
4205,Otacílio Costa,SC
4206,Colombo,PR
4207,São Joaquim,SC
4208,São Joaquim,SC
4209,Morretes,PR
4210,Monte Castelo,SC
4211,Santo Amaro da Imperatriz,SC
4212,Major Gercino,SC
4213,Palhoça,SC
4214,Joinville,SC
4215,Anita Garibaldi,SC
4216,São João Batista,SC
4217,Porto Murtinho,MS
4218,Ribas do Rio Pardo,MS
4219,Corumbá,MS
4220,Costa Rica,MS
4221,Jateí,MS
4222,Costa Rica,MS
4223,Alcinópolis,MS
4224,Paranaguá,PR
4225,Campo Mourão,PR
4226,São José dos Pinhais,PR
4227,Cocalzinho de Goiás,GO
4228,Teresópolis,RJ
4229,Foz do Iguaçu,PR
4230,Curitiba,PR
4231,Aquidauana,MS
4232,Campo Grande,MS
4233,Miranda,MS
4234,Santa Rita do Pardo,MS
4235,Campo Grande,MS
4236,Porto Murtinho,MS
4237,Porto Murtinho,MS
4238,Alcinópolis,MS
4239,Bonito,MS
4240,Corumbá,MS
4241,Porto Murtinho,MS
4242,Corumbá,MS
4243,Costa Rica,MS
4244,Chapadão do Sul,MS
4245,Costa Rica,MS
4246,Corumbá,MS
4247,Corumbá,MS
4248,Corumbá,MS
4249,Água Clara,MS
4250,Selvíria,MS
4251,Três Lagoas,MS
4252,Corumbá,MS
4253,Peabiru,PR
4254,Reserva do Iguaçu,PR
4255,Reserva do Iguaçu,PR
4256,Reserva do Iguaçu,PR
4257,Ubatuba,SP
4258,Dois Vizinhos,PR
4259,Capitão Leonidas Marques,PR
4260,Capitão Leonidas Marques,PR
4261,Capitão Leonidas Marques,PR
4262,Juína,MT
4263,Capitão Leonidas Marques,PR
4264,Dois Vizinhos,PR
4265,Barracão,PR
4266,Dois Vizinhos,PR
4267,Manfrinópolis,PR
4268,São Jorge d'Oeste,PR
4269,Dois Vizinhos,PR
4270,Quedas do Iguaçu,PR
4271,Dois Vizinhos,PR
4272,Dois Vizinhos,PR
4273,Dois Vizinhos,PR
4274,Saudade do Iguaçu,PR
4275,Catanduvas,PR
4276,Boa Esperança do Iguaçu,PR
4277,Boa Esperança do Iguaçu,PR
4278,Dois Vizinhos,PR
4279,Dois Vizinhos,PR
4280,Capitão Leonidas Marques,PR
4281,Dois Vizinhos,PR
4282,São Jorge d'Oeste,PR
4283,Marília,SP
4284,Dois Vizinhos,PR
4285,São João,PR
4286,Dois Vizinhos,PR
4287,Dois Vizinhos,PR
4288,Boa Esperança do Iguaçu,PR
4289,Dois Vizinhos,PR
4290,São Jorge d'Oeste,PR
4291,Dois Vizinhos,PR
4292,Ipira,SC
4293,São José do Cedro,SC
4294,Dois Vizinhos,PR
4295,Dois Vizinhos,PR
4296,Dois Vizinhos,PR
4297,Dois Vizinhos,PR
4298,Cruzeiro do Iguaçu,PR
4299,Rolândia,PR
4300,Dois Vizinhos,PR
4301,Londrina,PR
4302,Cruzeiro do Iguaçu,PR
4303,Pérola do Oeste,PR
4304,Capitão Leonidas Marques,PR
4305,Curiúva,PR
4306,São Jorge d'Oeste,PR
4307,Joaquim Murtinho,PR
4308,Dois Vizinhos,PR
4309,Dois Vizinhos,PR
4310,Cruzeiro do Iguaçu,PR
4311,Dois Vizinhos,PR
