id,cidade_fb,uf_resolvida
6439,Ibitiara,BA
6440,Ubatuba,SP
6441,Itamonte,MG
6442,Rio do Pires,BA
6443,Analândia,SP
6444,Cunha,SP
6445,Cunha,SP
6446,Guarapuava,PR
6447,São Bento do Sul,SC
6448,Linhares,ES
6449,Salesópolis,SP
6450,Piranguçu,MG
6451,Virmond,PR
6452,Ipiranga do Sul,RS
6453,Carlinda,MT
6454,Passo de Camaragibe,AL
6455,Rio Largo,AL
6456,Flexeiras,AL
6457,Água Branca,AL
6458,Teotônio Vilela,AL
6459,Piaçabuçu,AL
6460,Igaci,AL
6461,Rio Largo,AL
6462,Mar Vermelho,AL
6463,Coruripe,AL
6464,São Bento do Sul,SC
6465,Linhares,ES
6466,Venta Nova do Imigrante,ES
6467,Ouro Preto,MG
6468,Sooretama,ES
6469,Linhares,ES
6470,Santarém,PA
6471,Turvo,PR
6472,Linhares,ES
6473,Santarém,PA
6474,Porto Amazonas,PR
6475,Porto Amazonas,PR
6476,Laranjeiras do Sul,PR
6477,Corumbá de Goiás,GO
6478,Caiapônia,GO
6479,Buriti de Goiás,GO
6480,Buriti de Goiás,GO
6481,Cocos,BA
6482,Buriti de Goiás,GO
6483,Caiapônia,GO
6484,Buriti de Goiás,GO
6485,Buriti de Goiás,GO
6486,Caiapônia,GO
6487,Buriti de Goiás,GO
6488,Mossâmedes,GO
6489,Campo Mourão,PR
6490,Reserva do Iguaçu,PR
6491,São Manoel do Paraná,PR
6492,Cianorte,PR
6493,Cianorte,PR
6494,Campo Mourão,PR
6495,Goiânia,GO
6496,Goiânia,GO
6497,Goiânia,GO
6498,Goiânia,GO
6499,Goiânia,GO
6500,Goiânia,GO
6501,Guarulhos,SP
6502,Boituva,SP
6503,Botucatu,SP
6504,Botucatu,SP
6505,Botucatu,SP
6506,Goiânia,GO
6507,Goiânia,GO
6508,Goiânia,GO
6509,Goiânia,GO
6510,Goiânia,GO
6511,Boa Esperança do Sul,SP
6512,Botucatu,SP
6513,São Pedro do Ivaí,PR
6514,São Pedro do Ivaí,PR
6515,São Pedro do Ivaí,PR
6516,São Pedro do Ivaí,PR
6517,São Pedro do Ivaí,PR
6518,São Pedro do Ivaí,PR
6519,Campo Magro,PR
6520,Campo Magro,PR
6521,Morretes,PR
6522,Vila Bela da Santíssima Trindade,MT
6523,Vila Bela da Santíssima Trindade,MT
6524,Cruz Machado,PR
6525,Pato Branco,PR
6526,Porto Murtinho,MS
6527,Pato Branco,PR
6528,Inácio Martins,PR
6529,Coronel Domingos Soares,PR
6530,Coronel Domingos Soares,PR
6531,Palmeira,PR
6532,Balneário Camboriú,SC
6533,Balsas,MA
6534,Pato Branco,PR
6535,Paranaguá,PR
6536,Teresina de Goiás,GO
6537,Nova Fátima,PR
6538,Capitão Enéas,MG
6539,Buritizeiro,MB
6540,Caparaó,MG
6541,Joaquim Felício,MG
6542,Jaguariaíva,PR
6543,Ponte Alta do Tocantins,TO
6544,São Vicente de Minas,MG
6545,Cerro Azul,PR
6546,Telêmaco Borba,PR
6547,Corumbá,MS
6548,Telêmaco Borba,PR
6549,Campo Largo,PR
6550,Porto Amazonas,PR
6551,Campos do Jordão,SP
6552,Quedas do Iguaçu,PR
6553,Morretes,PR
6554,Uruará,PA
6555,Santarém,PA
6556,Pacaembu,SP
6557,Carambeí,PR
6558,Cajati,SP
6559,Lapa,PR
6560,Guaratuba,PR
6561,Conselheiro Mairinck,PR
6562,Uruguaiana,RS
6563,São Borja,RS
6564,Clevelândia,PR
6565,Curitiba,PR
6566,Sengés,PR
6567,Doutor Ulysses,PR
6568,Clevelândia,PR
6569,Ribeirão do Pinhal,PR
6570,Jataizinho,PR
6571,Pinhão,PR
6572,Rio Grande,RS
6573,Guaraqueçaba,PR
6574,Cruzeiro do Iguaçu,PR
6575,Coronel Domingos Soares,PR
6576,Sengés,PR
6577,Sombrio,SC
6578,Almirante Tamandaré,PR
6579,Antonia,PR
6580,Cumari,GO
6581,Curitiba,PR
6582,Paranaguá,PR
6583,Jaguariaíva,PR
6584,Ortigueira,PR
6585,Céu Azul,PR
6586,Diamante do Norte,PR
6587,Jaguariaíva,PR
6588,Foz do Jordão,PR
6589,Mafra,SC
6590,Amambai,MS
6591,Guarapuava,PR
6592,São José dos Pinhais,PR
6593,Telêmaco Borba,PR
6594,Coronel Domingos Soares,PR
6595,Iúna,ES
6596,Corumbá,MS
6597,Ladário,MS
6598,Ladário,MS
6599,Campo Magro,PR
6600,Dracena,SP
6601,Itapoá,SC
6602,Campo Largo,PR
6603,Campo Magro,PR
6604,Itapoá,SC
6605,Paranaguá,PR
6606,Antonina,PR
6607,Antonina,PR
6608,Antonina,PR
6609,Candói,PR
6610,Campo Largo,PR
6611,Guaraqueçaba,PR
6612,Itapoá,SC
6613,Piraí do Sul,PR
6614,Morretes,PR
6615,Guaraqueçaba,PR
6616,Anastácio,MS
6617,Garuva,SC
6618,Porto Esperidião,MS
6619,Cidreira,RS
6620,Nova Friburgo,RJ
6621,Tijucas do Sul,PR
6622,Morretes,PR
6623,Uruaçu,GO
6624,Prudentópolis,PR
6625,Piraí do Sul,PR
6626,Colombo,PR
6627,Coronel Domingos Soares,PR
6628,Palmas,PR
6629,Honório Serpa,PR
6630,Sengés,PR
6631,Coronel Domingos Soares,PR
6632,Clevelândia,PR
6633,Piraquara,PR
6634,Arroio do Sal,RS
6635,Arataca,BA
6636,Palmeira,PR
6637,São Joaquim,SC
6638,Ortigueira,PR
6639,Bocaiúva do Sul,PR
6640,Ponta Grossa,PR
6641,Tibagi,PR
6642,Turvo,PR
6643,Turvo,PR
6644,Guarapuava,PR
6645,Bom Jardim da Serra,SC
6646,Lapa,PR
6647,Itambé,PR
6648,Clevelândia,PR
6649,Porto Amazonas,PR
6650,Clevelândia,PR
6651,Paranaguá,PR
6652,Lapa,PR
6653,Indiana,SP
6654,Porto Amazonas,PR
6655,Assis Chateubriand,PR
6656,Santa Helena,PR
6657,Santa Helena,PR
6658,Santa Helena,PR
6659,Santa Helena,PR
6660,Diamante D'Oeste,PR
6661,Santa Helena,PR
6662,Santa Terezinha de Itaipu,PR
6663,Santa Helena,PR
6664,Santa Helena,PR
6665,Miranda,MS
6666,Jundiaí do Sul,PR
6667,Campo Largo,PR
6668,Campo Largo,PR
6669,União da Vitória,PR
6670,Santo Antônio do Leverger,MT
6671,São Francisco de Paula,RS
6673,Iguatemi,MS
6674,Guaraqueçaba,PR
6675,Quatro Barras,PR
6676,Quatro Barras,PR
6677,Nova Laranjeiras,PR
6678,Laranjeiras do Sul,PR
6679,Quatro Barras,PR
6680,Quatro Barras,PR
6681,Virmond,PR
6682,Mallet,PR
6683,Morretes,PR
6684,Guarapuava,PR
6685,Bituruna,PR
6686,Gouveia,MG
6687,Ventania,PR
6688,Guarapuava,PR
6689,Guapirama,PR
6690,Gouveia,MG
6691,Campo Largo,PR
6692,Nova Fátima,PR
6693,Bela Vista,MS
6694,Paranaguá,PR
6695,Campo Largo,PR
6696,Curitiba,PR
6697,Campo Largo,PR
6698,Coronel Domingos Soares,PR
6699,Barra do Quaraí,RS
6700,São José dos Pinhais,PR
6701,Curitiba,PR
6702,Coronel Domingos Soares,PR
6703,Londrina,PR
6704,Gurinhatã,MG
6705,Guaratuba,PR
6706,Bom Jardim da Serra,SC
6707,Palmas,PR
6708,Piraquara,PR
6709,Grão Mogol,MG
6710,Campo Largo,PR
6711,Campo Largo,PR
6712,Paranaguá,PR
6713,Ortigueira,PR
6714,Rio Branco do Ivaí,PR
6715,Telêmaco Borba,PR
6716,Ortigueira,PR
6717,São Joaquim,SC
6718,Lages,SC
6719,Alto Paraíso de Goiás,GO
6720,São Domingos,GO
6721,Rio Brilhante,MS
6722,Doutor Ulysses,PR
6723,Telêmaco Borba,PR
6724,Lapa,PR
6725,Guaratuba,PR
6726,Antonina,PR
6727,Campo Mourão,PR
6728,Ponte Alta do Tocantins,TO
6729,Guaraqueçaba,PR
6730,São Sebastião do Uatumã,AM
6731,Cáceres,MT
6732,Buritizeiro,MG
6733,Jundiaí do Sul,PR
6734,Jundiaí do Sul,PR
6735,Cajati,SP
6736,Bela Vista,MS
6737,Jaguariaíva,PR
6738,Bela Vista,MS
6739,Curitiba,PR
6740,Itapiranga,SC
6741,Guaratuba,PR
6742,Telêmaco Borba,PR
6743,Telêmaco Borba,PR
6744,Tijucas do Sul,PR
6745,Morretes,PR
6746,São João do Triunfo,PR
6747,Piraquara,PR
6748,Morretes,PR
6749,Bocaiúva do Sul,PR
6750,Bocaiúva,MG
6751,Morretes,PR
6752,Paiçandu,PR
6753,Faxinal,PR
6754,Diamante do Norte,PR
6755,Diamante do Norte,PR
6756,Maringá,PR
6757,Ortigueira,PR
6758,Sâo Joaquim,SC
6759,Piraquara,PR
6760,Capitão Enéas,MG
6761,Vila Bela da Santíssima Trindade,MT
6762,Adrianópolis,PR
6763,São Mateus do Sul,PR
6764,Telêmaco Borba,PR
6765,São José dos PInhais,PR
6766,Barra do Turvo,SP
6767,Rosana,SP
6768,Guarapuava,PR
6769,Chuí,RS
6770,Curitiba,PR
6771,Palmas,PR
6772,Uruguaiana,RS
6773,Morretes,PR
6774,Céu Azul,PR
6775,Palmas,PR
6776,Prudentópolis,PR
6777,Panorama,SP
6778,Corumbá,MS
6779,Diamantina,MG
6780,Diamantina,MG
6781,Datas,MG
6782,Gouveia,MG
6783,Gouveia,MG
6784,Campo Mourão,PR
6785,Morretes,PR
6786,Lapa,PR
6787,Roncador,PR
6788,Roncador,PR
6789,Roncador,PR
6790,Piraquara,PR
6791,Paraúna,GO
6792,São Miguel do Araguaia,GO
6793,São Miguel do Araguaia,GO
6794,Planaltina,GO
6795,Brasília,DF
6796,São Miguel do Araguaia,GO
6797,Antonina,PR
6798,São Miguel do Araguaia,GO
6799,São Miguel do Araguaia,GO
6800,São Miguel do Araguaia,GO
6801,Caiapônia,GO
6802,Caiapônia,GO
6803,São Miguel do Araguaia,GO
6804,Planaltina,GO
6805,Planaltina,GO
6806,Caiapônia,GO
6807,Paraúna,GO
6808,Paraúna,GO
6809,Caiapônia,GO
6810,Wanderley,BA
6811,Paraúna,GO
6812,Buenópolis,MG
6813,Buenópolis,MG
6814,Caiapônia,GO
6815,São Miguel do Araguaia,GO
6816,São Miguel do Araguaia,GO
6817,São Miguel do Araguaia,GO
6818,Wanderley,BA
6819,Almirante Tamandaré,PR
6820,Curitiba,PR
6821,Nova Cantu,PR
6822,Palmas,PR
6823,Campo Largo,PR
6824,Campina Grande do Sul,PR
6825,Campo Mourão,PR
6826,Prudentópolis,PR
6827,Bituruna,PR
6828,São José dos PInhais,PR
6829,Missal,PR
6830,Medianeira,PR
6831,Pato Bragado,PR
6832,Sâo Miguel do Iguaçu,PR
6833,São Miguel do Iguaçu,PR
6834,São Miguel do Iguaçu,PR
6835,Missal,PR
6836,Marechal Cândido Rondon,PR
6837,Pato Bragado,PR
6838,Lages,SC
6839,Timbó do Sul,RS
6840,Dom Pedrito,RS
6841,Lapa,PR
6842,São José dos Pinhais,PR
6843,Telêmaco Borba,PR
6844,Cerro Azul,PR
6845,Maracaju,MS
6846,Bodoquena,MS
6847,Miranda,MS
6848,Nova Viçosa,BA
6849,Sidrolândia,MS
6850,Corumbá,MS
6851,Corumbá,MS
6852,Corumbá,MS
6853,Alto Paraíso de Goiás,GO
6854,Lucas do Rio Verde,MT
6855,Itu,SP
6856,São José dos Pinhais,PR
6857,Tibagi,PR
6858,Inajá,PR
6859,Teodoro Sampaio,SP
6860,Diamantino,MT
6861,Astorga,PR
6862,Peabiru,PR
6863,Mandirituba,PR
6864,Tangará,SC
6865,Treze Tílias,SC
6866,Piraquara,PR
6867,Barra,BA
6868,Iguatú,PR
6869,Umburanas,BA
6870,Vargem Bonita,SC
6871,Cambará do Sul,RS
6872,Urupema,SC
6873,Rio Pardo,RS
6874,Imbituba,SC
6875,Quaraí,RS
6876,Monte Belo do Sul,RS
6877,Caxias do Sul,RS
6878,Farroupilha,RS
6879,Bom Jesus,RS
6880,Esmeralda,RS
6881,Farroupilha,RS
6882,Morrinhos do Sul,RS
6883,Caraá,RS
6884,Caxias do Sul,RS
6885,São José dos Ausentes,RS
6886,Bento Gonçalves,RS
6887,Caxias do Sul,RS
6888,Palhoça,SC
6889,Cambará do Sul,RS
6890,Palhoça,SC
6891,Caxias do Sul,RS
6892,Farroupilha,RS
6893,Campina Grande do Sul,PR
6894,Praia Grande,SC
6895,Santa Tereza,RS
6896,Urubici,SC
6897,Imbituba,SC
6898,Imbituba,SC
6899,Unistalda,RS
6900,Três Cachoeiras,RS
6901,Palhoça,SC
6902,Paranaguá,PR
6903,Cuiabá,MT
6904,Brotas de Macaúbas,BA
6905,Colombo,PR
6906,Guapimirim,RJ
6907,Teresópolis,RJ
6908,Morretes,PR
6909,Morretes,PR
6910,Nova Laranjeira,PR
6911,Itaúba,MT
6912,Vacaria,RS
6913,Palhoça,SC
6914,São José dos Pinhais,PR
6915,Lapa,PR
6916,Torres,RS
6917,Balsa Nova,PR
6918,Maquiné,RS
6919,Cotiporã,RS
6920,São Borja,RS
6921,Ibaiti,PR
6922,Pato Bragado,PR
6923,Tomazina,PR
6924,Morretes,PR
6925,Cambará do Sul,RS
6926,Cruz Machado,PR
6927,Ventania,PR
6928,Turvo,PR
6929,Rio Branco do Sul,PR
6930,Garopaba,SC
6931,Brasília,DF
6932,Guarapuava,PR
6933,Turvo,PR
6934,Guarapuava,PR
6935,Colombo,PR
6936,Turvo,PR
6937,Tibagi,PR
6938,Curitiba,PR
6939,Caçador,SC
6940,Balsa Nova,PR
6941,Palmeira,PR
6942,Campo Alegre,SC
6943,Campo Largo,PR
6944,Mandirituba,PR
6945,Curitiba,PR
6946,Campo Largo,PR
6947,São Sebastião do Passé,BA
6948,Xique-Xique,BA
6949,Curitiba,PR
6950,Itaúba,MT
6951,Timon,MA
6952,Balsa Nova,PR
6953,Colombo,PR
6954,Corbélia,PR
6955,Xique-Xique,BA
6956,Itaguaçú da Bahia,BA
6957,Igrapiúna,BA
6958,Ilhéus,BA
6959,Uruçuca,BA
6960,Uruçuca,BA
6961,Uruçuca,BA
6962,Descoberto,MG
6963,Congonhas,MG
6964,Ibicoara,BA
6965,Camaçari,BA
6966,Igrapiúna,BA
6967,Casa Nova,BA
6968,Casa Nova,BA
6969,Ibicoara,BA
6970,Ibicoara,BA
6971,Licínio de Almeida,BA
6972,Igrapiúna,BA
6973,Camaçari,BA
6974,São João do Piauí,PI
6975,Licínio de Almeida,BA
6976,Mucugê,BA
6977,Rio Branco do Sul,PR
6978,Quedas do Iguaçu,PR
6979,Paranaguá,PR
6980,Curitiba,PR
6981,João Pessoa,PB
6982,Guarapuava,PR
6983,Paranaguá,PR
6984,Santa Terezinha de Itaipu,PR
6985,Quatro Barras,PR
6986,Curitiba,PR
6987,Quatro Barras,PR
6988,Paranaguá,PR
6989,Matinhos,PR
6990,Jaguariaíva,PR
6991,Santa Terezinha de Itaipu,PR
6992,São José dos Pinhais,PR
6993,Paranaguá,PR
6994,Quatro Barras,PR
6995,Paranaguá,PR
6996,Paranaguá,PR
6997,Adrianópolis,PR
6998,Morretes,PR
6999,Adrianópolis,PR
7000,Antonina,PR
7001,Foz do Iguaçu,PR
7002,Almirante Tamandaré,PR
7003,Turvo,PR
7004,Barra Velha,SC
7005,Curitibanos,SC
7006,Foz do Iguaçu,PR
7007,Tapiraí,SP
7008,Borrazópolis,PR
7009,Foz do Iguaçu,PR
7010,Foz do Iguaçu,PR
7011,Foz do Iguaçu,PR
7012,Foz do Iguaçu,PR
7013,Foz do Iguaçu,PR
7014,Foz do Iguaçu,PR
7015,Paranaguá,PR
7016,Curitiba,PR
7017,Guarapuava,PR
7018,Guarapuava,PR
7019,Conceição do Mato Dentro,MG
7020,Turvo,PR
7021,Morretes,PR
7022,Santa Terezinha de Itaipu,PR
7023,Quatro Barras,PR
7024,Clevelândia,PR
7025,Guaraqueçaba,PR
7026,Iperó,SP
7027,Bonito,MS
7028,Mutuípe,BA
7029,Paranaguá,PR
7030,Prado,BA
7031,Praia Grande,SP
7032,Tunas do Paraná,PR
7033,Quatro Barras,PR
7034,Porto Seguro,BA
7035,Prado,BA
7036,Quatro Barras,PR
7037,São Francisco do Sul,SC
7038,Piedade,SP
7039,Porto Amazonas,PR
7040,Céu Azul,PR
7041,Foz do Iguaçu,PR
7042,Foz do Iguaçu,PR
7043,Matelândia,PR
7044,Foz do Iguaçu,PR
7045,Foz do Iguaçu,PR
7046,Foz do Iguaçu,PR
7047,Foz do Iguaçu,PR
7048,Corumbá,MS
7049,Cambará do Sul,RS
7050,Manoel Viana,RS
7051,Miranda,MS
7052,Miranda,MS
7053,Corumbá,MS
7054,Costa Rica,MS
7055,Foz do Iguaçu,PR
7056,Valença,RJ
7057,Ouro Preto,MG
7058,Carambeí,PR
7059,Lapa,PR
7060,Curitiba,PR
7061,Juiz de Fora,MG
7062,Lima Duarte,MG
7063,Piumhi,MG
7064,Rio de Janeiro,RJ
7065,Piumhi,MG
7066,Ouro Preto,MG
7067,Campo Grande,MS
7068,Cruzeiro do Iguaçu,PR
7069,Quirinópolis,GO
7070,Campo Largo,PR
7071,Bocaiúva do Sul,PR
7072,Igrapiúna,BA
7073,Mutuípe,BA
7074,Ituberá,BA
7075,Maricá,RJ
7076,Santo Antônio de Pádua,RJ
7077,Duas Barras,RJ
7078,Timon,MA
7079,Rio das Antas,SC
7080,Tangará,SC
7081,Juiz de Fora,MG
7082,Tefé,AM
7083,Entre Rios de Minas,MG
7084,?,MG
7085,Belo Horizonte,MG
7086,Congonhas,MG
7087,Itambé do Mato Dentro,MG
7088,Caxambu,MG
7089,Juiz de Fora,MG
7090,Tefé,AM
7091,Porto Velho,RO
7092,Lima Duarte,MG
7093,Guarapuava,PR
7094,São José da Boa Vista,PR
7095,Rio Bonito do Iguaçu,PR
7096,Quedas do Iguaçu,PR
7097,Morretes,PR
7099,Guaratuba,PR
7100,Igaporã,BA
7101,Cerro Azul,PR
7102,Indiana,SP
7103,Morretes,PR
7104,Palmas,PR
7105,Toledo,PR
7106,Campo Largo,PR
7107,Guaratuba,PR
7108,Morretes,PR
7109,Campina Grande do Sul,PR
7110,Guarapuava,PR
7111,Campina Grande do Sul,PR
7112,Jundiaí do Sul,PR
7113,São Miguel do Iguaçu,PR
7114,São Miguel do Iguaçu,PR
7115,São Miguel do Iguaçu,PR
7116,Mercedes,PR
7117,Marechal Cândido Rondon,PR
7118,Entre Rios do Oeste,PR
7119,Santa Helena,PR
7120,Itaipulândia,PR
7121,São Miguel do Iguaçu,PR
7122,Santa Helena,PR
7123,Itaipulândia,PR
7124,Marechal Cândido Rondon,PR
7125,Missal,PR
7126,São Miguel do Iguaçu,PR
7127,Entre Rios do Oeste,PR
7128,Quinta do Sol,PR
7129,Engenheiro Beltrão,PR
7130,Peabiru,PR
7131,Engenheiro Beltrão,PR
7132,Peabiru,PR
7133,Peabiru,PR
7134,Peabiru,PR
7135,Peabiru,PR
7136,Foz do Iguaçu,PR
7137,Guaratuba,PR
7138,Campina Grande do Sul,PR
7139,Iretama,PR
7140,Rio Grande,RS
7141,Tunas do Paraná,PR
7142,Guaratuba,PR
7143,Curitiba,PR
7144,Nova Andradina,MS
7145,São Bernardo do Campo,SP
7146,Santo André,SP
7147,Carambeí,PR
7148,Garuva,SC
7149,Paranaguá,PR
7150,Paranaguá,PR
7151,Jaguariaíva,PR
7152,Itapema,SC
7153,Foz do Iguaçu,PR
7154,Jeceaba,MG
7155,Caratinga,PR
7156,Alfredo Wagner,SC
7157,Alto Caparaó,MG
7158,Rafael Jambeiro,BA
7159,Guaraqueçaba,PR
7160,Douradina,PR
7161,Douradina,PR
7162,Antonina,PR
7163,Sengés,PR
7164,Garuva,SC
7165,Curitiba,PR
7166,Piraquara,PR
7167,Palmeira,PR
7168,Porto Vitória,PR
7169,Carambeí,PR
7170,Domingos Martins,ES
7171,Porto Murtinho,MS
7172,Bonito,MS
7173,Guaratba,PR
7174,Marmeleiro,PR
7175,Piraquara,PR
7176,Curitiba,PR
7177,Bocaiúva do Sul,PR
7178,Bodoquena,MS
7179,Guaratuba,PR
7180,Teixeira Soares,PR
7181,Londrina,PR
7182,Tunas do Paraná,PR
7183,Ortigueira,PR
7184,Tomazina,PR
7185,Ortigueira,PR
7186,Alto Paraíso de Goiás,GO
7187,Alto Paraíso de Goiás,GO
7188,Alto Paraíso de Goiás,GO
7189,Alto Paraíso de Goiás,GO
